"id","gender","role","language_english","duration_in_days","publications","organic_tweets","follower_global","followees_global","follower_researcher","follower_researcher_phd","follower_researcher_prof","follower_researcher_male","follower_researcher_female","follower_researcher_male_phd","follower_researcher_male_prof","follower_researcher_female_phd","follower_researcher_female_prof","follower_reciprocal_researcher","follower_reciprocal_researcher_phd","follower_reciprocal_researcher_prof","follower_reciprocal_researcher_male","follower_reciprocal_researcher_female","follower_reciprocal_researcher_male_phd","follower_reciprocal_researcher_male_prof","follower_reciprocal_researcher_female_phd","follower_reciprocal_researcher_female_prof","screen_name","real_name","dblp_url","twitter_screen_name","location0x2Eexists","has0x2Eurl","url0x2Ehas0x2Etilde","url0x2Ehas0x2Eacademic0x2Edomain","has0x2Edescription","description0x2Ehas0x2Epattern","language","default0x2Eprofile0x2Eimage","nof0x2Etweets","nof0x2Efollowers","nof0x2Efriends","friend0x2Efollower0x2Eratio","nof0x2Eself0x2Etweets","nof0x2Eretweets","retweet0x2Etweet0x2Eratio","nof0x2Etweets0x2Ewith0x2Eurl","fraction0x2Eof0x2Etweets0x2Ewith0x2Eurl","nof0x2Econf0x2Ehashtags","nof0x2Edistinct0x2Ehashtags","nof0x2Eoverall0x2Ehashtags","fraction0x2Eof0x2Edistinct0x2Ehashtags","nof0x2Econf0x2Ementions",
14390136,"NA    ","NA       ",1,2087,"38 ",27,61,84,8,1,0,5,0,0,0,0,0,5,1,0,3,0,0,0,0,0,"taoyeah        ","Tao Ye                ","http://dblp.uni-trier.de/pers/hd/y/Ye:Tao.html                ","taoyeah        ","False","False","False","False","True ","True ","True ","False",186,61,84,1.3768,"110 ","75  ","0.4054","59  ","0.3189","33   ","41  ","74   ","0.5541","2 ",
14390525,"male  ","NA       ",1,2087,"21 ",42,155,169,20,4,1,10,6,1,0,2,1,17,3,1,8,6,1,0,2,1,"essepuntato    ","Silvio Peroni         ","http://dblp.uni-trier.de/pers/hd/p/Peroni:Silvio.html         ","essepuntato    ","False","True ","False","False","True ","False","True ","False",421,155,169,1.0903,"304 ","119 ","0.2813","203 ","0.4799","90   ","191 ","293  ","0.6519","4 ",
14393114,"NA    ","NA       ",1,2086,"11 ",9,218,322,16,4,0,10,1,2,0,1,0,9,2,0,8,0,2,0,0,0,"doomie         ","Dumitru Erhan         ","http://dblp.uni-trier.de/pers/hd/e/Erhan:Dumitru.html         ","doomie         ","True ","True ","False","False","True ","True ","True ","False",379,218,322,1.477,"315 ","63  ","0.1667","96  ","0.254 ","15   ","66  ","84   ","0.7857","3 ",
14397047,"male  ","NA       ",0,2086,"1  ",352,1323,1809,33,3,2,23,2,2,2,0,0,26,1,2,19,1,0,2,0,0,"dagoneye       ","Matteo Brunati        ","http://dblp.uni-trier.de/pers/hd/b/Brunati:Matteo.html        ","dagoneye       ","True ","True ","False","False","True ","True ","False","False",4369,1323,1809,1.3673,"809 ","2383","0.7466","2080","0.6516","2565 ","2027","5704 ","0.3554","14",
14397931,"NA    ","NA       ",1,2086,"27 ",60,632,294,24,3,3,13,2,3,1,0,0,11,1,2,5,2,1,1,0,0,"ademar_aguiar  ","Ademar Aguiar         ","http://dblp.uni-trier.de/pers/hd/a/Aguiar:Ademar.html         ","ademar_aguiar  ","True ","False","False","False","True ","False","True ","False",653,632,294,0.4652,"453 ","199 ","0.3052","117 ","0.1794","106  ","145 ","382  ","0.3796","5 ",
14399899,"female","professor",1,2086,"1  ",242,504,377,4,0,1,3,1,0,0,0,1,2,0,1,1,1,0,0,0,1,"chouxsalad     ","Stephanie Boluk       ","http://dblp.uni-trier.de/pers/hd/b/Boluk:Stephanie.html       ","chouxsalad     ","False","True ","False","False","True ","True ","True ","False",1728,504,377,0.748,"1391","334 ","0.1936","232 ","0.1345","21   ","207 ","556  ","0.3723","1 ",
14404504,"female","NA       ",1,2085,"4  ",6,117,136,15,6,0,9,2,2,0,1,0,13,5,0,8,2,2,0,1,0,"saradrenner    ","Sara Drenner          ","http://dblp.uni-trier.de/pers/hd/d/Drenner:Sara.html          ","saradrenner    ","True ","False","False","False","False","False","True ","False",400,117,136,1.1623,"365 ","35  ","0.0875","10  ","0.025 ","23   ","23  ","44   ","0.5227","1 ",
14413786,"male  ","professor",1,2085,"5  ",1,139,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rutang5        ","Rudy Mcdaniel         ","http://dblp.uni-trier.de/pers/hd/m/Mcdaniel:Rudy.html         ","rutang5        ","True ","True ","False","False","True ","True ","True ","False",204,139,318,2.2876,"196 ","8   ","0.0392","4   ","0.0196","10   ","15  ","41   ","0.3659","0 ",
14414133,"female","NA       ",0,2085,"8  ",23,225,639,16,3,1,7,4,1,1,1,0,12,1,1,5,3,0,1,0,0,"yangrunenberger","Yan Grunenberger      ","http://dblp.uni-trier.de/pers/hd/g/Grunenberger:Yan.html      ","yangrunenberger","True ","True ","False","False","True ","True ","False","False",228,225,639,2.8399,"63  ","84  ","0.5714","43  ","0.2925","5    ","38  ","39   ","0.9744","1 ",
14414184,"male  ","phd      ",1,2085,"1  ",399,380,186,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,"ematamoros     ","Eduard Matamoros      ","http://dblp.uni-trier.de/pers/hd/m/Matamoros:Eduard.html      ","ematamoros     ","True ","False","False","False","True ","True ","True ","False",4545,380,186,0.4895,"2998","202 ","0.0631","1429","0.4466","119  ","329 ","580  ","0.5672","9 ",
14419328,"male  ","NA       ",1,2084,"9  ",213,463,560,11,0,2,9,0,0,2,0,0,9,0,2,8,0,0,2,0,0,"rafaeldff      ","Rafael Ferreira       ","http://dblp.uni-trier.de/pers/hd/f/Ferreira:Rafael.html       ","rafaeldff      ","True ","True ","False","False","False","False","True ","False",4017,463,560,1.2095,"1798","1374","0.4332","971 ","0.3061","158  ","304 ","504  ","0.6032","8 ",
14420299,"male  ","NA       ",1,2084,"2  ",586,5604,697,17,2,0,9,3,1,0,0,0,5,0,0,3,1,0,0,0,0,"netfreedom     ","Robert Guerra         ","http://dblp.uni-trier.de/pers/hd/g/Guerra:Robert.html         ","netfreedom     ","True ","True ","False","False","True ","False","True ","False",20072,5604,697,0.1244,"912 ","2277","0.714 ","1424","0.4465","505  ","774 ","2116 ","0.3658","7 ",
14420428,"male  ","NA       ",1,2084,"2  ",395,138,191,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"windrago       ","Mario Esposito        ","http://dblp.uni-trier.de/pers/hd/e/Esposito:Mario.html        ","windrago       ","True ","True ","False","False","True ","False","True ","False",1438,138,191,1.384,"1266","207 ","0.1405","703 ","0.4773","89   ","179 ","307  ","0.5831","5 ",
14425576,"male  ","professor",1,2084,"2  ",261,1191,318,189,29,44,77,34,10,22,6,7,50,1,24,25,9,0,12,0,4,"bederson       ","Ben Bederson          ","http://dblp.uni-trier.de/pers/hd/b/Bederson:Ben.html          ","bederson       ","True ","True ","True ","True ","True ","True ","True ","False",2338,1191,318,0.267,"1846","482 ","0.207 ","693 ","0.2977","517  ","219 ","712  ","0.3076","8 ",
14429404,"NA    ","NA       ",1,2083,"4  ",4,58,102,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"scttl          ","Scott Leishman        ","http://dblp.uni-trier.de/pers/hd/l/Leishman:Scott.html        ","scttl          ","True ","True ","True ","True ","True ","False","True ","False",261,58,102,1.7583,"191 ","69  ","0.2654","62  ","0.2385","12   ","21  ","25   ","0.84  ","0 ",
14433794,"NA    ","professor",1,2083,"7  ",8,1010,881,6,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,"monot          ","Joonhwan Lee          ","http://dblp.uni-trier.de/pers/hd/l/Lee:Joonhwan.html          ","monot          ","True ","False","False","False","True ","True ","True ","False",1331,1010,881,0.8723,"1258","72  ","0.0541","129 ","0.097 ","10   ","77  ","166  ","0.4639","2 ",
14435433,"male  ","NA       ",1,2083,"73 ",0,473,160,72,16,15,26,9,2,10,4,0,11,0,5,10,0,0,5,0,0,"mdwelsh        ","Matt Welsh            ","http://dblp.uni-trier.de/pers/hd/w/Welsh:Matt.html            ","mdwelsh        ","True ","True ","False","False","True ","False","True ","False",106,473,160,0.3383,"84  ","22  ","0.2075","36  ","0.3396","21   ","21  ","43   ","0.4884","0 ",
14438404,"male  ","NA       ",1,2083,"4  ",116,416,287,4,0,1,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,"shechter       ","Guy Shechter          ","http://dblp.uni-trier.de/pers/hd/s/Shechter:Guy.html          ","shechter       ","True ","True ","False","False","True ","False","True ","False",1177,416,287,0.6899,"1029","147 ","0.125 ","339 ","0.2883","308  ","317 ","876  ","0.3619","8 ",
14445370,"male  ","NA       ",1,2082,"14 ",0,57,93,8,1,0,3,0,0,0,0,0,6,0,0,2,0,0,0,0,0,"jacobsn        ","Nathan Jacobs         ","http://dblp.uni-trier.de/pers/hd/j/Jacobs:Nathan.html         ","jacobsn        ","True ","True ","True ","True ","True ","False","True ","False",76,57,93,1.6313,"75  ","1   ","0.0132","0   ","0.0   ","1    ","1   ","1    ","1.0   ","0 ",
14450963,"male  ","NA       ",1,2081,"9  ",579,138,363,3,0,0,2,1,0,0,0,0,2,0,0,1,1,0,0,0,0,"acoelhosantos  ","Andr?? C. Santos      ","http://dblp.uni-trier.de/pers/hd/s/Santos:Andr==_C=.html      ","acoelhosantos  ","True ","False","False","False","True ","False","True ","False",3259,138,363,2.6302,"2626","566 ","0.1773","1323","0.4145","135  ","313 ","529  ","0.5917","4 ",
14451083,"male  ","NA       ",1,2081,"24 ",913,2435,360,109,14,10,71,11,9,7,2,0,19,1,2,14,4,1,2,0,0,"benadida       ","Ben Adida             ","http://dblp.uni-trier.de/pers/hd/a/Adida:Ben.html             ","benadida       ","True ","True ","False","False","True ","False","True ","False",5516,2435,360,0.1478,"2455","736 ","0.2306","898 ","0.2814","81   ","231 ","338  ","0.6834","13",
14451834,"NA    ","NA       ",1,2081,"2  ",4,277,290,4,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,"ret0           ","Reto Kleeb            ","http://dblp.uni-trier.de/pers/hd/k/Kleeb:Reto.html            ","ret0           ","True ","False","False","False","True ","False","True ","False",482,277,290,1.0469,"427 ","55  ","0.1141","44  ","0.0913","28   ","191 ","219  ","0.8721","2 ",
14452758,"male  ","phd      ",1,2081,"9  ",192,169,195,12,2,0,5,2,0,0,0,0,8,1,0,3,2,0,0,0,0,"gendor         ","Gerrit Niezen         ","http://dblp.uni-trier.de/pers/hd/n/Niezen:Gerrit.html         ","gendor         ","True ","True ","False","False","True ","True ","True ","False",1764,169,195,1.1538,"1315","453 ","0.2562","627 ","0.3546","73   ","235 ","381  ","0.6168","3 ",
14459354,"male  ","NA       ",1,2080,"5  ",503,350,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bugant         ","Matteo Centenaro      ","http://dblp.uni-trier.de/pers/hd/c/Centenaro:Matteo.html      ","bugant         ","True ","True ","True ","False","True ","True ","True ","False",4685,350,517,1.4771,"1986","1206","0.3778","2369","0.7422","318  ","694 ","1459 ","0.4757","13",
14463561,"NA    ","NA       ",1,2080,"30 ",9,52,178,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N_Horta        ","Nuno Horta            ","http://dblp.uni-trier.de/pers/hd/h/Horta:Nuno.html            ","N_Horta        ","True ","False","False","False","True ","False","True ","False",44,52,178,3.4224,"29  ","15  ","0.3409","11  ","0.25  ","16   ","27  ","39   ","0.6923","0 ",
14470794,"male  ","NA       ",1,2079,"30 ",21,61,116,13,2,1,7,2,2,1,0,0,7,1,0,2,2,1,0,0,0,"gpalt          ","Georgios Paltoglou    ","http://dblp.uni-trier.de/pers/hd/p/Paltoglou:Georgios.html    ","gpalt          ","False","True ","True ","True ","True ","True ","True ","False",92,61,116,1.9013,"70  ","22  ","0.2391","49  ","0.5326","3    ","10  ","10   ","1.0   ","2 ",
14473864,"male  ","NA       ",1,2079,"1  ",115,223,273,26,7,5,13,2,3,4,1,0,11,2,4,8,2,0,4,1,0,"alexras        ","Alex Rasmussen        ","http://dblp.uni-trier.de/pers/hd/r/Rasmussen:Alex.html        ","alexras        ","True ","True ","False","False","True ","True ","True ","False",2944,223,273,1.2242,"2290","643 ","0.2192","502 ","0.1712","29   ","158 ","188  ","0.8404","7 ",
14474225,"NA    ","NA       ",1,2079,"6  ",714,18891,1246,57,9,5,22,6,2,2,2,1,15,1,4,7,1,0,2,1,0,"ManuKumar      ","Manu Kumar            ","http://dblp.uni-trier.de/pers/hd/k/Kumar:Manu.html            ","ManuKumar      ","True ","True ","False","False","True ","True ","True ","False",14028,18891,1246,0.066,"2581","614 ","0.1922","1691","0.5293","98   ","525 ","695  ","0.7554","11",
14475849,"male  ","NA       ",1,2079,"10 ",373,1532,335,6,0,0,3,1,0,0,0,0,5,0,0,2,1,0,0,0,0,"Greg4cr        ","Gregory Gay           ","http://dblp.uni-trier.de/pers/hd/g/Gay:Gregory.html           ","Greg4cr        ","True ","True ","False","False","True ","False","True ","False",10178,1532,335,0.2187,"2431","762 ","0.2386","651 ","0.2039","194  ","143 ","375  ","0.3813","5 ",
14479469,"male  ","NA       ",1,2079,"96 ",0,168,165,48,4,3,28,8,0,1,2,1,24,3,2,14,5,0,1,2,1,"nikoschuh      ","Siegfried Handschuh   ","http://dblp.uni-trier.de/pers/hd/h/Handschuh:Siegfried.html   ","nikoschuh      ","True ","True ","False","False","False","False","True ","False",195,168,165,0.9821,"129 ","66  ","0.3385","17  ","0.0872","73   ","104 ","177  ","0.5876","0 ",
14483531,"male  ","NA       ",1,2078,"2  ",23,112,143,8,0,3,5,1,0,3,0,0,3,0,0,2,0,0,0,0,0,"Leon_Starr     ","Leon Starr            ","http://dblp.uni-trier.de/pers/hd/s/Starr:Leon.html            ","Leon_Starr     ","True ","True ","False","False","True ","False","True ","False",593,112,143,1.2767,"587 ","6   ","0.0101","52  ","0.0877","94   ","50  ","162  ","0.3086","0 ",
14484450,"female","NA       ",1,2078,"78 ",16,210,40,58,6,11,28,11,1,5,3,3,11,0,1,7,0,0,0,0,0,"lynda_hardman  ","Lynda Hardman         ","http://dblp.uni-trier.de/pers/hd/h/Hardman:Lynda.html         ","lynda_hardman  ","True ","True ","True ","False","True ","False","True ","False",83,210,40,0.1905,"74  ","9   ","0.1084","50  ","0.6024","4    ","29  ","40   ","0.725 ","0 ",
14484817,"NA    ","NA       ",1,2078,"3  ",0,162,261,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"vzu            ","Vasudhara Kantroo     ","http://dblp.uni-trier.de/pers/hd/k/Kantroo:Vasudhara.html     ","vzu            ","True ","False","False","False","True ","False","True ","False",598,162,261,1.611,"575 ","21  ","0.0352","134 ","0.2248","4    ","292 ","349  ","0.8367","1 ",
14493397,"male  ","NA       ",1,2078,"3  ",5,1182,490,33,0,0,24,3,0,0,0,0,8,0,0,8,0,0,0,0,0,"hughmacd       ","Hugh Macdonald        ","http://dblp.uni-trier.de/pers/hd/m/Macdonald:Hugh.html        ","hughmacd       ","True ","True ","False","False","True ","False","True ","False",6257,1182,490,0.4145,"2927","265 ","0.083 ","137 ","0.0429","40   ","87  ","136  ","0.6397","1 ",
14526430,"male  ","NA       ",1,2076,"1  ",590,12366,526,97,2,6,69,4,1,2,0,0,23,0,1,20,1,0,1,0,0,"tastapod       ","Dan North             ","http://dblp.uni-trier.de/pers/hd/n/North:Dan.html             ","tastapod       ","True ","True ","False","False","True ","True ","True ","False",13288,12366,526,0.0425,"2608","590 ","0.1845","382 ","0.1194","182  ","472 ","790  ","0.5975","2 ",
14536648,"male  ","NA       ",1,2076,"13 ",16,88,67,11,3,0,4,0,1,0,0,0,5,0,0,3,0,0,0,0,0,"aittalam       ","Davide Eynard         ","http://dblp.uni-trier.de/pers/hd/e/Eynard:Davide.html         ","aittalam       ","True ","True ","False","False","False","False","True ","False",397,88,67,0.7613,"211 ","185 ","0.4672","246 ","0.6212","100  ","196 ","262  ","0.7481","5 ",
14537567,"NA    ","NA       ",1,2075,"1  ",1224,1409,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"shivasingh     ","Shiva Singh           ","http://dblp.uni-trier.de/pers/hd/s/Singh:Shiva.html           ","shivasingh     ","True ","True ","False","False","True ","True ","True ","False",13201,1409,688,0.4883,"2868","327 ","0.1023","670 ","0.2097","241  ","455 ","1274 ","0.3571","1 ",
14540434,"male  ","NA       ",0,2075,"5  ",0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ken_miyashita  ","Ken Miyashita         ","http://dblp.uni-trier.de/pers/hd/m/Miyashita:Ken.html         ","ken_miyashita  ","True ","False","False","False","True ","False","False","False",14,11,9,0.8174,"14  ","0   ","0.0   ","0   ","0.0   ","0    ","0   ","0    ","0     ","0 ",
14541059,"NA    ","NA       ",1,2075,"9  ",0,28,23,4,1,1,0,1,0,0,0,1,3,0,1,0,1,0,0,0,1,"trung_ng       ","Trung Nguyen          ","http://dblp.uni-trier.de/pers/hd/n/Nguyen:Trung.html          ","trung_ng       ","True ","False","False","False","False","False","True ","False",14,28,23,0.8211,"13  ","1   ","0.0714","3   ","0.2143","0    ","0   ","0    ","0     ","1 ",
14547956,"NA    ","NA       ",1,2075,"1  ",14,192,163,2,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,"proycon        ","Maarten Van Gompel    ","http://dblp.uni-trier.de/pers/hd/g/Gompel:Maarten_Van.html    ","proycon        ","True ","True ","False","False","True ","True ","True ","False",424,192,163,0.8489,"406 ","19  ","0.0447","26  ","0.0612","21   ","44  ","62   ","0.7097","0 ",
14554903,"male  ","NA       ",1,2074,"3  ",63,692,275,53,7,2,28,13,3,1,1,1,23,2,2,12,7,1,1,0,1,"neumarcx       ","Marco Neumann         ","http://dblp.uni-trier.de/pers/hd/n/Neumann:Marco.html         ","neumarcx       ","False","True ","False","False","True ","False","True ","False",3613,692,275,0.3974,"2767","432 ","0.135 ","474 ","0.1482","920  ","472 ","1452 ","0.3251","9 ",
14557297,"male  ","NA       ",1,2074,"44 ",45,43,206,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"ricardo_silva  ","Ricardo Silva         ","http://dblp.uni-trier.de/pers/hd/s/Silva:Ricardo.html         ","ricardo_silva  ","True ","False","False","False","False","False","True ","False",408,43,206,4.7896,"154 ","252 ","0.6207","289 ","0.7118","75   ","196 ","248  ","0.7903","7 ",
14563201,"female","NA       ",1,2073,"1  ",3047,58895,46615,10,0,0,9,0,0,0,0,0,9,0,0,8,0,0,0,0,0,"BigBookofYou   ","Jennifer Mclean       ","http://dblp.uni-trier.de/pers/hd/m/Mclean:Jennifer.html       ","BigBookofYou   ","True ","True ","False","False","True ","True ","True ","False",28399,58895,46615,0.7915,"3194","6   ","0.0019","963 ","0.3009","1827 ","818 ","4481 ","0.1825","0 ",
14564240,"male  ","NA       ",1,2073,"6  ",222,353,76,5,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,"vphill         ","Mark Phillips         ","http://dblp.uni-trier.de/pers/hd/p/Phillips:Mark.html         ","vphill         ","True ","True ","False","False","True ","True ","True ","False",2768,353,76,0.2153,"2636","127 ","0.046 ","206 ","0.0746","14   ","97  ","130  ","0.7462","0 ",
14566058,"male  ","NA       ",1,2073,"9  ",24,155,146,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"timcornwell    ","Tim Cornwell          ","http://dblp.uni-trier.de/pers/hd/c/Cornwell:Tim.html          ","timcornwell    ","True ","False","False","False","True ","False","True ","False",382,155,146,0.9419,"186 ","187 ","0.5013","67  ","0.1796","23   ","79  ","137  ","0.5766","0 ",
14568831,"male  ","NA       ",0,2073,"1  ",46,293,931,22,1,0,15,4,0,0,0,0,19,1,0,12,4,0,0,0,0,"dominikb1888   ","Dominik B??hler       ","http://dblp.uni-trier.de/pers/hd/b/B==hler:Dominik.html       ","dominikb1888   ","True ","True ","False","False","False","False","False","False",3070,293,931,3.1774,"824 ","2266","0.7333","1599","0.5175","1045 ","962 ","1993 ","0.4827","17",
14569541,"male  ","NA       ",1,2073,"3  ",502,7866,6186,94,7,5,62,5,2,4,1,1,62,5,5,44,5,1,4,1,1,"puredanger     ","Alex Miller           ","http://dblp.uni-trier.de/pers/hd/m/Miller:Alex.html           ","puredanger     ","True ","True ","False","False","True ","False","True ","False",13356,7866,6186,0.7864,"2333","862 ","0.2698","1046","0.3274","286  ","207 ","584  ","0.3545","3 ",
14572208,"NA    ","NA       ",1,2073,"15 ",94,399,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"goofrider      ","Jeffrey Chan          ","http://dblp.uni-trier.de/pers/hd/c/Chan:Jeffrey.html          ","goofrider      ","True ","False","False","False","False","False","True ","False",600,399,661,1.6566,"526 ","74  ","0.1233","256 ","0.4267","81   ","155 ","286  ","0.542 ","3 ",
14572992,"NA    ","NA       ",1,2073,"5  ",45,1421,194,62,16,5,28,5,9,4,1,0,11,2,1,6,1,1,1,0,0,"metablake      ","Blake Shaw            ","http://dblp.uni-trier.de/pers/hd/s/Shaw:Blake.html            ","metablake      ","True ","True ","False","False","True ","False","True ","False",1430,1421,194,0.1365,"909 ","517 ","0.3626","548 ","0.3843","23   ","102 ","145  ","0.7034","8 ",
14581770,"male  ","professor",1,2072,"44 ",192,303,228,37,4,5,21,2,4,2,0,0,18,1,4,9,1,1,2,0,0,"yprie          ","Yannick Pri??         ","http://dblp.uni-trier.de/pers/hd/p/Pri==:Yannick.html         ","yprie          ","True ","True ","False","False","True ","True ","True ","False",2131,303,228,0.7525,"1668","459 ","0.2158","703 ","0.3305","253  ","1064","1380 ","0.771 ","3 ",
14582008,"male  ","NA       ",0,2072,"3  ",1600,1148,561,6,1,1,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,"dclauzel       ","Damien Clauzel        ","http://dblp.uni-trier.de/pers/hd/c/Clauzel:Damien.html        ","dclauzel       ","True ","True ","False","False","True ","True ","False","False",15357,1148,561,0.4887,"2715","482 ","0.1508","1385","0.4332","820  ","822 ","2745 ","0.2995","0 ",
14582359,"male  ","NA       ",1,2072,"1  ",771,3128,927,15,1,0,9,1,1,0,0,0,2,1,0,2,0,1,0,0,0,"acangiano      ","Antonio Cangiano      ","http://dblp.uni-trier.de/pers/hd/c/Cangiano:Antonio.html      ","acangiano      ","True ","True ","False","False","True ","True ","True ","False",7898,3128,927,0.2964,"3006","193 ","0.0603","1709","0.5342","148  ","188 ","394  ","0.4772","4 ",
14583144,"NA    ","phd      ",1,2072,"9  ",96,930,787,97,22,6,35,7,4,4,2,0,44,7,5,26,2,3,4,2,0,"kyrpov         ","Aapo Kyrola           ","http://dblp.uni-trier.de/pers/hd/k/Kyrola:Aapo.html           ","kyrpov         ","True ","True ","True ","True ","True ","True ","True ","False",473,930,787,0.8462,"338 ","136 ","0.2869","190 ","0.4008","38   ","64  ","150  ","0.4267","4 ",
14587501,"NA    ","NA       ",1,2072,"2  ",54,254,369,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Darklyte510    ","Duc Tran              ","http://dblp.uni-trier.de/pers/hd/t/Tran:Duc.html              ","Darklyte510    ","True ","True ","False","False","True ","False","True ","False",6411,254,369,1.4527,"3150","49  ","0.0153","166 ","0.0519","2    ","67  ","72   ","0.9306","0 ",
14595061,"male  ","NA       ",1,2071,"1  ",476,3018,628,189,41,16,90,14,17,8,4,1,39,6,5,19,6,3,4,2,0,"ChrisDiehl     ","Chris Diehl           ","http://dblp.uni-trier.de/pers/hd/d/Diehl:Chris.html           ","ChrisDiehl     ","True ","True ","False","False","True ","True ","True ","False",26528,3018,628,0.2081,"1452","1740","0.5451","1092","0.3421","172  ","454 ","719  ","0.6314","12",
