"id","gender","role","language_english","duration_in_days","publications","organic_tweets","follower_global","followees_global","follower_researcher","follower_researcher_phd","follower_researcher_prof","follower_researcher_male","follower_researcher_female","follower_researcher_male_phd","follower_researcher_male_prof","follower_researcher_female_phd","follower_researcher_female_prof","follower_reciprocal_researcher","follower_reciprocal_researcher_phd","follower_reciprocal_researcher_prof","follower_reciprocal_researcher_male","follower_reciprocal_researcher_female","follower_reciprocal_researcher_male_phd","follower_reciprocal_researcher_male_prof","follower_reciprocal_researcher_female_phd","follower_reciprocal_researcher_female_prof","screen_name","real_name","dblp_url","twitter_screen_name","location0x2Eexists","has0x2Eurl","url0x2Ehas0x2Etilde","url0x2Ehas0x2Eacademic0x2Edomain","has0x2Edescription","description0x2Ehas0x2Epattern","language","default0x2Eprofile0x2Eimage","nof0x2Etweets","nof0x2Efollowers","nof0x2Efriends","friend0x2Efollower0x2Eratio","nof0x2Eself0x2Etweets","nof0x2Eretweets","retweet0x2Etweet0x2Eratio","nof0x2Etweets0x2Ewith0x2Eurl","fraction0x2Eof0x2Etweets0x2Ewith0x2Eurl","nof0x2Econf0x2Ehashtags","nof0x2Edistinct0x2Ehashtags","nof0x2Eoverall0x2Ehashtags","fraction0x2Eof0x2Edistinct0x2Ehashtags","nof0x2Econf0x2Ementions",
98854549,"NA    ","phd      ",1,1469,"3  ",1,97,60,9,4,0,1,2,0,0,0,0,5,3,0,1,0,0,0,0,0,"weizekong      ","Weize Kong            ","http://dblp.uni-trier.de/pers/hd/k/Kong:Weize.html            ","weizekong      ","True ","True ","True ","True ","True ","True ","True ","False",42,97,60,0.6185,"14  ","26  ","0.65  ","3   ","0.075 ","9    ","9   ","13   ","0.6923","0 ",
98966111,"NA    ","NA       ",1,1469,"39 ",6,188,76,43,8,3,18,2,5,0,0,0,6,0,1,2,1,0,0,0,0,"ido_guy        ","Ido Guy               ","http://dblp.uni-trier.de/pers/hd/g/Guy:Ido.html               ","ido_guy        ","False","True ","False","False","True ","True ","True ","False",51,188,76,0.4042,"38  ","13  ","0.2549","19  ","0.3725","18   ","21  ","32   ","0.6563","0 ",
99023044,"NA    ","NA       ",1,1468,"38 ",191,3654,299,105,17,8,34,11,6,1,2,2,29,2,4,9,1,1,0,0,0,"gilad          ","Gilad Mishne          ","http://dblp.uni-trier.de/pers/hd/m/Mishne:Gilad.html          ","gilad          ","True ","False","False","False","True ","False","True ","False",1416,3654,299,0.0818,"1131","310 ","0.2151","332 ","0.2304","31   ","116 ","140  ","0.8286","6 ",
99126415,"male  ","NA       ",1,1468,"1  ",37,112,133,3,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,"HalDroid       ","Hal Snyder            ","http://dblp.uni-trier.de/pers/hd/s/Snyder:Hal.html            ","HalDroid       ","True ","True ","False","False","True ","True ","True ","False",342,112,133,1.1874,"253 ","88  ","0.2581","87  ","0.2551","92   ","80  ","156  ","0.5128","1 ",
99149621,"NA    ","NA       ",1,1468,"3  ",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"parksf52       ","Parks Fields          ","http://dblp.uni-trier.de/pers/hd/f/Fields:Parks.html          ","parksf52       ","False","False","False","False","False","False","True ","True ",9,1,4,3.9604,"7   ","2   ","0.2222","2   ","0.2222","0    ","2   ","3    ","0.6667","0 ",
99153000,"NA    ","NA       ",1,1468,"9  ",8,42,77,6,1,1,4,0,0,1,0,0,6,1,1,4,0,0,1,0,0,"mmaaiiddeerr   ","Maider Azanza         ","http://dblp.uni-trier.de/pers/hd/a/Azanza:Maider.html         ","mmaaiiddeerr   ","True ","False","False","False","True ","True ","True ","False",84,42,77,1.8329,"60  ","24  ","0.2857","21  ","0.25  ","0    ","3   ","3    ","1.0   ","1 ",
99230573,"NA    ","NA       ",1,1467,"1  ",49,150,375,5,0,0,4,0,0,0,0,0,5,0,0,4,0,0,0,0,0,"ofermend       ","Ofer Mendelevitch     ","http://dblp.uni-trier.de/pers/hd/m/Mendelevitch:Ofer.html     ","ofermend       ","True ","True ","False","False","True ","False","True ","False",97,150,375,2.4998,"72  ","24  ","0.25  ","73  ","0.7604","18   ","21  ","34   ","0.6176","0 ",
99356216,"male  ","NA       ",1,1467,"6  ",355,179,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KimozElmasry   ","Ahmed Kamal           ","http://dblp.uni-trier.de/pers/hd/k/Kamal:Ahmed.html           ","KimozElmasry   ","True ","False","False","False","True ","False","True ","False",6627,179,645,3.6032,"2436","739 ","0.2328","141 ","0.0444","3    ","262 ","752  ","0.3484","0 ",
99504640,"male  ","NA       ",0,1466,"4  ",1616,188,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dsvcr28        ","Daniel Salazar        ","http://dblp.uni-trier.de/pers/hd/s/Salazar:Daniel.html        ","dsvcr28        ","True ","False","False","False","True ","False","False","False",13242,188,312,1.6595,"2875","314 ","0.0985","595 ","0.1866","206  ","319 ","686  ","0.465 ","3 ",
99528392,"NA    ","professor",1,1466,"29 ",145,153,43,44,12,7,23,11,7,2,3,2,6,1,1,5,1,1,0,0,1,"maalejw        ","Walid Maalej          ","http://dblp.uni-trier.de/pers/hd/m/Maalej:Walid.html          ","maalejw        ","False","True ","False","False","True ","True ","True ","False",248,153,43,0.281,"182 ","72  ","0.2835","159 ","0.626 ","62   ","92  ","153  ","0.6013","4 ",
99641121,"male  ","NA       ",1,1465,"6  ",1,705,1984,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"DavidHartleyLLC","David Hartley         ","http://dblp.uni-trier.de/pers/hd/h/Hartley:David.html         ","DavidHartleyLLC","True ","True ","False","False","True ","True ","True ","False",468,705,1984,2.8141,"175 ","290 ","0.6237","160 ","0.3441","70   ","141 ","172  ","0.8198","6 ",
99704438,"NA    ","NA       ",1,1465,"14 ",5,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"deze_zeng      ","Deze Zeng             ","http://dblp.uni-trier.de/pers/hd/z/Zeng:Deze.html             ","deze_zeng      ","False","False","False","False","False","False","True ","False",32,5,11,2.1956,"32  ","0   ","0.0   ","8   ","0.25  ","0    ","0   ","0    ","0     ","0 ",
99831562,"male  ","professor",1,1464,"4  ",140,306,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"briantoone     ","Brian Toone           ","http://dblp.uni-trier.de/pers/hd/t/Toone:Brian.html           ","briantoone     ","True ","True ","False","False","True ","True ","True ","False",799,306,125,0.4085,"738 ","61  ","0.0763","246 ","0.3079","2    ","85  ","144  ","0.5903","0 ",
99902660,"NA    ","NA       ",1,1464,"67 ",389,1105,717,9,1,0,5,2,1,0,0,0,7,0,0,3,2,0,0,0,0,"purple912      ","Dongkyun Kim          ","http://dblp.uni-trier.de/pers/hd/k/Kim:Dongkyun.html          ","purple912      ","True ","False","False","False","True ","False","True ","False",2095,1105,717,0.6489,"1533","652 ","0.2984","724 ","0.3314","77   ","150 ","272  ","0.5515","10",
100019275,"NA    ","NA       ",1,1464,"1  ",0,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sazzad18       ","Sazzadur Rahman       ","http://dblp.uni-trier.de/pers/hd/r/Rahman:Sazzadur.html       ","sazzad18       ","True ","False","False","False","False","False","True ","False",1,10,55,5.4945,"1   ","0   ","0.0   ","1   ","1.0   ","0    ","0   ","0    ","0     ","0 ",
100051425,"NA    ","NA       ",1,1464,"1  ",476,1594,963,34,8,1,21,3,3,1,0,0,25,3,1,15,2,0,1,0,0,"pietercolpaert ","Pieter Colpaert       ","http://dblp.uni-trier.de/pers/hd/c/Colpaert:Pieter.html       ","pietercolpaert ","True ","True ","False","False","True ","False","True ","False",12864,1594,963,0.6041,"2413","779 ","0.244 ","832 ","0.2607","374  ","606 ","1211 ","0.5004","9 ",
100178722,"NA    ","NA       ",1,1463,"1  ",8,964,390,36,5,2,13,3,2,1,1,0,20,1,1,7,3,0,1,1,0,"gaborjszabo    ","Gabor Szabo           ","http://dblp.uni-trier.de/pers/hd/s/Szabo:Gabor.html           ","gaborjszabo    ","True ","False","False","False","True ","True ","True ","False",240,964,390,0.4046,"206 ","34  ","0.1417","50  ","0.2083","18   ","19  ","28   ","0.6786","2 ",
100212650,"female","NA       ",1,1463,"4  ",18,119,140,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"remanences     ","Toni Da Luz           ","http://dblp.uni-trier.de/pers/hd/l/Luz:Toni_Da.html           ","remanences     ","True ","True ","False","False","True ","True ","True ","False",318,119,140,1.1764,"301 ","17  ","0.0535","61  ","0.1918","53   ","150 ","209  ","0.7177","1 ",
100238566,"female","NA       ",1,1463,"16 ",237,133,345,2,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,"annalisabarla  ","Annalisa Barla        ","http://dblp.uni-trier.de/pers/hd/b/Barla:Annalisa.html        ","annalisabarla  ","True ","True ","False","False","True ","True ","True ","False",3101,133,345,2.5938,"2718","360 ","0.117 ","327 ","0.1062","62   ","627 ","1153 ","0.5438","1 ",
100261721,"NA    ","NA       ",1,1463,"7  ",97,39,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dimanpetrov    ","Dmitry Petrov         ","http://dblp.uni-trier.de/pers/hd/p/Petrov:Dmitry.html         ","dimanpetrov    ","False","False","False","False","True ","False","True ","False",413,39,102,2.6147,"350 ","40  ","0.1026","110 ","0.2821","4    ","38  ","46   ","0.8261","1 ",
100292144,"NA    ","phd      ",1,1463,"6  ",1,45,119,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lordserega     ","Sergiy Fefilatyev     ","http://dblp.uni-trier.de/pers/hd/f/Fefilatyev:Sergiy.html     ","lordserega     ","True ","True ","True ","True ","True ","True ","True ","False",42,45,119,2.6439,"29  ","14  ","0.3256","16  ","0.3721","0    ","3   ","3    ","1.0   ","1 ",
100329287,"male  ","NA       ",1,1463,"31 ",336,548,1104,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"sendmelive     ","David Ellis           ","http://dblp.uni-trier.de/pers/hd/e/Ellis:David.html           ","sendmelive     ","True ","True ","False","False","True ","False","True ","False",2992,548,1104,2.0146,"2183","766 ","0.2597","1171","0.3971","172  ","456 ","673  ","0.6776","4 ",
100411906,"NA    ","NA       ",0,1462,"15 ",604,662,732,16,0,3,0,1,0,0,0,0,16,0,3,0,1,0,0,0,0,"dsk_saito      ","Daisuke Saito         ","http://dblp.uni-trier.de/pers/hd/s/Saito:Daisuke.html         ","dsk_saito      ","True ","False","False","False","True ","False","False","False",7180,662,732,1.1057,"2398","764 ","0.2416","196 ","0.062 ","0    ","104 ","290  ","0.3586","0 ",
100433428,"NA    ","NA       ",1,1462,"4  ",0,45,127,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"nhannq         ","Nhan Nguyen           ","http://dblp.uni-trier.de/pers/hd/n/Nguyen:Nhan.html           ","nhannq         ","True ","True ","True ","True ","False","False","True ","False",11,45,127,2.8216,"6   ","5   ","0.4545","10  ","0.9091","0    ","0   ","0    ","0     ","1 ",
100451745,"male  ","NA       ",1,1462,"32 ",27,387,168,41,7,2,28,0,4,2,0,0,22,4,2,18,0,4,2,0,0,"mlsec          ","Konrad Rieck          ","http://dblp.uni-trier.de/pers/hd/r/Rieck:Konrad.html          ","mlsec          ","True ","True ","False","False","True ","True ","True ","False",985,387,168,0.4341,"416 ","569 ","0.5777","349 ","0.3543","42   ","175 ","262  ","0.6679","7 ",
100552170,"NA    ","phd      ",1,1462,"1  ",1,51,66,3,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,"sangwhan82     ","Sangwhan Moon         ","http://dblp.uni-trier.de/pers/hd/m/Moon:Sangwhan.html         ","sangwhan82     ","True ","True ","False","False","True ","True ","True ","True ",423,51,66,1.2939,"379 ","42  ","0.0998","13  ","0.0309","5    ","13  ","29   ","0.4483","3 ",
100607888,"NA    ","phd      ",1,1462,"2  ",47,23,109,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"salmansaghafi  ","Salman Saghafi        ","http://dblp.uni-trier.de/pers/hd/s/Saghafi:Salman.html        ","salmansaghafi  ","False","False","False","False","True ","False","True ","False",327,23,109,4.7371,"241 ","88  ","0.2675","130 ","0.3951","36   ","93  ","113  ","0.823 ","7 ",
100654218,"NA    ","NA       ",0,1461,"2  ",1,98,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tonkex         ","Sangho Choi           ","http://dblp.uni-trier.de/pers/hd/c/Choi:Sangho.html           ","tonkex         ","False","True ","False","False","False","False","False","False",186,98,340,3.469,"136 ","50  ","0.2688","29  ","0.1559","4    ","19  ","21   ","0.9048","1 ",
100773830,"male  ","NA       ",1,1461,"22 ",269,60,80,6,0,1,1,3,0,0,0,1,6,0,1,1,3,0,0,0,1,"maurodragoni   ","Mauro Dragoni         ","http://dblp.uni-trier.de/pers/hd/d/Dragoni:Mauro.html         ","maurodragoni   ","True ","False","False","False","True ","False","True ","False",659,60,80,1.3331,"529 ","154 ","0.2255","165 ","0.2416","101  ","366 ","653  ","0.5605","2 ",
100796841,"male  ","NA       ",1,1461,"1  ",3,9,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rjs5707        ","Ronald Schwarz        ","http://dblp.uni-trier.de/pers/hd/s/Schwarz:Ronald.html        ","rjs5707        ","True ","True ","False","False","True ","False","True ","False",8,9,72,7.9911,"8   ","0   ","0.0   ","4   ","0.5   ","1    ","1   ","1    ","1.0   ","0 ",
100883450,"male  ","phd      ",1,1460,"6  ",16,147,356,16,7,3,7,3,4,1,1,0,15,7,3,7,3,4,1,1,0,"rhyan24385     ","Ryan Kelly            ","http://dblp.uni-trier.de/pers/hd/k/Kelly:Ryan.html            ","rhyan24385     ","True ","True ","False","True ","True ","True ","True ","False",1471,147,356,2.4216,"1396","74  ","0.0503","611 ","0.4156","40   ","67  ","145  ","0.4621","1 ",
101013723,"NA    ","NA       ",1,1460,"4  ",10,20,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ecebuzz        ","Weiming Shi           ","http://dblp.uni-trier.de/pers/hd/s/Shi:Weiming.html           ","ecebuzz        ","True ","False","False","False","True ","False","True ","False",20,20,73,3.6482,"19  ","1   ","0.05  ","4   ","0.2   ","2    ","12  ","12   ","1.0   ","0 ",
101045085,"NA    ","phd      ",1,1460,"2  ",7,17,43,5,1,1,1,0,0,0,0,0,5,1,1,1,0,0,0,0,0,"Faeghehhasibi  ","Faegheh Hasibi        ","http://dblp.uni-trier.de/pers/hd/h/Hasibi:Faegheh.html        ","Faeghehhasibi  ","True ","False","False","False","True ","True ","True ","False",9,17,43,2.5279,"7   ","3   ","0.3   ","8   ","0.8   ","3    ","1   ","3    ","0.3333","0 ",
101336094,"NA    ","NA       ",1,1459,"5  ",9,24,180,3,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,"ctozlm         ","Lumin Zhang           ","http://dblp.uni-trier.de/pers/hd/z/Zhang:Lumin.html           ","ctozlm         ","False","False","False","False","False","False","True ","True ",18,24,180,7.4969,"13  ","5   ","0.2778","12  ","0.6667","3    ","7   ","7    ","1.0   ","1 ",
101357315,"NA    ","phd      ",1,1458,"1  ",2,28,76,2,1,1,2,0,1,1,0,0,1,0,1,1,0,0,1,0,0,"srikrishna097  ","Srikrishna Sridhar    ","http://dblp.uni-trier.de/pers/hd/s/Sridhar:Srikrishna.html    ","srikrishna097  ","True ","True ","True ","True ","True ","True ","True ","False",20,28,76,2.7133,"11  ","9   ","0.45  ","0   ","0.0   ","1    ","1   ","1    ","1.0   ","0 ",
101389144,"male  ","NA       ",1,1458,"40 ",1,59,83,4,1,0,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,"tmh274         ","Markus Hegland        ","http://dblp.uni-trier.de/pers/hd/h/Hegland:Markus.html        ","tmh274         ","True ","True ","True ","True ","True ","False","True ","False",64,59,83,1.4065,"60  ","4   ","0.0625","10  ","0.1563","0    ","4   ","28   ","0.1429","0 ",
101450777,"male  ","NA       ",0,1458,"3  ",746,123,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lsouza2010     ","Luciano S. De Souza   ","http://dblp.uni-trier.de/pers/hd/s/Souza:Luciano_S=_De.html   ","lsouza2010     ","False","True ","False","False","True ","False","False","False",1117,123,742,6.032,"1058","88  ","0.0768","982 ","0.8569","91   ","198 ","383  ","0.517 ","1 ",
101549425,"male  ","NA       ",1,1458,"1  ",9,59,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ron_Herrema    ","Ron Herrema           ","http://dblp.uni-trier.de/pers/hd/h/Herrema:Ron.html           ","Ron_Herrema    ","True ","True ","True ","True ","True ","False","True ","False",45,59,413,6.9988,"44  ","1   ","0.0222","28  ","0.6222","0    ","11  ","11   ","1.0   ","0 ",
101557012,"NA    ","NA       ",1,1458,"17 ",0,50,268,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"jiemakel       ","Eetu M??kel??         ","http://dblp.uni-trier.de/pers/hd/m/M==kel==:Eetu.html         ","jiemakel       ","True ","False","False","False","False","False","True ","False",47,50,268,5.3589,"46  ","1   ","0.0213","18  ","0.383 ","3    ","5   ","5    ","1.0   ","0 ",
101678082,"male  ","phd      ",1,1457,"3  ",334,675,2001,18,4,3,9,1,2,2,0,0,14,2,3,7,1,1,2,0,0,"M_T_Patterson  ","Mark Patterson        ","http://dblp.uni-trier.de/pers/hd/p/Patterson:Mark.html        ","M_T_Patterson  ","True ","False","False","False","True ","True ","True ","False",949,675,2001,2.9644,"807 ","149 ","0.1559","417 ","0.4362","209  ","253 ","602  ","0.4203","1 ",
101777702,"male  ","phd      ",1,1457,"1  ",153,131,204,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"humphreysheil  ","Humphrey Sheil        ","http://dblp.uni-trier.de/pers/hd/s/Sheil:Humphrey.html        ","humphreysheil  ","True ","True ","False","False","True ","True ","True ","False",594,131,204,1.5571,"493 ","99  ","0.1672","174 ","0.2939","84   ","311 ","381  ","0.8163","2 ",
101810581,"NA    ","phd      ",1,1457,"1  ",557,170,262,7,3,0,3,0,2,0,0,0,5,3,0,3,0,2,0,0,0,"Animesh_Garg   ","Animesh Garg          ","http://dblp.uni-trier.de/pers/hd/g/Garg:Animesh.html          ","Animesh_Garg   ","True ","True ","True ","True ","True ","True ","True ","False",867,170,262,1.5411,"703 ","181 ","0.2048","678 ","0.767 ","107  ","195 ","274  ","0.7117","6 ",
101818541,"male  ","NA       ",1,1457,"25 ",282,418,594,41,9,8,21,9,3,5,2,1,29,4,8,16,5,2,5,0,1,"conorlinehan   ","Conor Linehan         ","http://dblp.uni-trier.de/pers/hd/l/Linehan:Conor.html         ","conorlinehan   ","True ","True ","False","True ","True ","True ","True ","False",3571,418,594,1.421,"2089","1085","0.3418","768 ","0.242 ","357  ","697 ","1240 ","0.5621","5 ",
101842919,"NA    ","professor",1,1457,"9  ",129,751,249,16,1,4,11,3,0,4,1,0,3,1,0,2,1,0,0,1,0,"iragreenberg   ","Ira Greenberg         ","http://dblp.uni-trier.de/pers/hd/g/Greenberg:Ira.html         ","iragreenberg   ","True ","True ","False","False","True ","True ","True ","False",786,751,249,0.3316,"724 ","76  ","0.095 ","93  ","0.1163","21   ","34  ","45   ","0.7556","4 ",
101848408,"NA    ","NA       ",1,1457,"1  ",8,108,113,5,2,0,1,1,1,0,1,0,3,2,0,1,1,1,0,1,0,"achint_db      ","Achint Setia          ","http://dblp.uni-trier.de/pers/hd/s/Setia:Achint.html          ","achint_db      ","True ","True ","True ","True ","True ","True ","True ","False",587,108,113,1.0462,"264 ","323 ","0.5503","242 ","0.4123","21   ","80  ","91   ","0.8791","2 ",
101855400,"male  ","phd      ",1,1457,"2  ",0,75,160,7,1,1,5,0,1,1,0,0,3,0,1,3,0,0,1,0,0,"mikeRcr        ","Miguel Cruz           ","http://dblp.uni-trier.de/pers/hd/c/Cruz:Miguel.html           ","mikeRcr        ","True ","False","False","False","True ","True ","True ","False",178,75,160,2.133,"120 ","58  ","0.3258","37  ","0.2079","27   ","56  ","74   ","0.7568","0 ",
102004064,"NA    ","NA       ",1,1456,"3  ",201,268,820,2,0,1,0,1,0,0,0,1,2,0,1,0,1,0,0,0,1,"rajabavani     ","Raja Bavani           ","http://dblp.uni-trier.de/pers/hd/b/Bavani:Raja.html           ","rajabavani     ","True ","True ","False","False","True ","False","True ","False",644,268,820,3.0596,"526 ","131 ","0.1994","362 ","0.551 ","243  ","101 ","379  ","0.2665","1 ",
102025640,"NA    ","professor",1,1456,"10 ",130,121,240,10,1,0,4,2,0,0,1,0,8,1,0,4,1,0,0,1,0,"Cunchem        ","Mathieu Cunche        ","http://dblp.uni-trier.de/pers/hd/c/Cunche:Mathieu.html        ","Cunchem        ","True ","True ","False","False","True ","True ","True ","False",1294,121,240,1.9833,"448 ","887 ","0.6644","769 ","0.576 ","212  ","384 ","660  ","0.5818","9 ",
102109032,"female","NA       ",1,1456,"4  ",1,25,50,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,"AYousuf1101    ","Aisha Yousuf          ","http://dblp.uni-trier.de/pers/hd/y/Yousuf:Aisha.html          ","AYousuf1101    ","True ","False","False","False","False","False","True ","False",13,25,50,1.9992,"13  ","0   ","0.0   ","1   ","0.0769","0    ","2   ","5    ","0.4   ","0 ",
102279948,"female","NA       ",1,1455,"136",0,41,11,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"kddrutgers     ","Hui Xiong             ","http://dblp.uni-trier.de/pers/hd/x/Xiong:Hui.html             ","kddrutgers     ","False","False","False","False","False","False","True ","True ",14,41,11,0.2682,"14  ","0   ","0.0   ","2   ","0.1429","0    ","0   ","0    ","0     ","0 ",
102385081,"NA    ","NA       ",0,1455,"2  ",97,349,321,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"kswabara       ","Tadakazu Kashiwabara  ","http://dblp.uni-trier.de/pers/hd/k/Kashiwabara:Tadakazu.html  ","kswabara       ","True ","True ","True ","True ","True ","False","False","False",8830,349,321,0.9197,"3140","49  ","0.0154","333 ","0.1044","8    ","16  ","33   ","0.4848","0 ",
102620222,"NA    ","NA       ",1,1454,"1  ",591,593,1900,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,"crazydelic     ","Amrit Pal Singh       ","http://dblp.uni-trier.de/pers/hd/s/Singh:Amrit_Pal.html       ","crazydelic     ","True ","True ","False","False","True ","True ","True ","False",2306,593,1900,3.204,"2215","86  ","0.0374","1487","0.6462","109  ","358 ","568  ","0.6303","2 ",
102659003,"NA    ","NA       ",1,1454,"9  ",95,149,396,25,3,4,14,0,2,2,0,0,21,3,4,12,0,2,2,0,0,"Olivier_Aubert ","Olivier Aubert        ","http://dblp.uni-trier.de/pers/hd/a/Aubert:Olivier.html        ","Olivier_Aubert ","True ","False","False","False","True ","False","True ","False",1199,149,396,2.6575,"786 ","410 ","0.3428","553 ","0.4624","203  ","435 ","627  ","0.6938","6 ",
102661351,"male  ","NA       ",1,1454,"68 ",4,288,202,80,10,17,47,10,5,12,1,2,40,5,11,22,6,2,7,1,2,"jstvssr        ","Joost Visser          ","http://dblp.uni-trier.de/pers/hd/v/Visser:Joost.html          ","jstvssr        ","False","True ","False","False","False","False","True ","False",157,288,202,0.7014,"107 ","50  ","0.3185","57  ","0.3631","7    ","33  ","45   ","0.7333","4 ",
102664726,"NA    ","phd      ",1,1454,"4  ",0,108,99,9,6,2,5,0,3,1,0,0,7,5,2,4,0,3,1,0,0,"nullstein0903  ","Youngseok Yoon        ","http://dblp.uni-trier.de/pers/hd/y/Yoon:Youngseok.html        ","nullstein0903  ","True ","True ","False","False","True ","True ","True ","False",928,108,99,0.9166,"721 ","189 ","0.2077","96  ","0.1055","7    ","25  ","93   ","0.2688","3 ",
102686183,"male  ","NA       ",1,1454,"3  ",0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jfdooley       ","John Dooley           ","http://dblp.uni-trier.de/pers/hd/d/Dooley:John.html           ","jfdooley       ","False","False","False","False","False","False","True ","False",0,2,9,4.4776,"NA  ","NA  ","NA    ","NA  ","NA    ","NA   ","NA  ","NA   ","NA    ","NA",
102708234,"male  ","NA       ",1,1454,"46 ",86,486,447,88,27,15,40,13,12,9,2,1,33,10,9,19,5,6,5,2,0,"jacobeisenstein","Jacob Eisenstein      ","http://dblp.uni-trier.de/pers/hd/e/Eisenstein:Jacob.html      ","jacobeisenstein","True ","True ","True ","True ","False","False","True ","False",409,486,447,0.9197,"317 ","90  ","0.2211","154 ","0.3784","62   ","86  ","145  ","0.5931","1 ",
102750406,"male  ","NA       ",1,1454,"1  ",25,188,667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"herreracarlose ","Carlos Herrera        ","http://dblp.uni-trier.de/pers/hd/h/Herrera:Carlos.html        ","herreracarlose ","True ","True ","False","False","True ","False","True ","False",191,188,667,3.5477,"129 ","61  ","0.3211","46  ","0.2421","7    ","37  ","46   ","0.8043","0 ",
102792029,"female","NA       ",1,1454,"18 ",249,1031,221,36,9,3,3,6,1,2,3,0,11,3,2,1,3,0,1,2,0,"CindyLin       ","Cindy Xide Lin        ","http://dblp.uni-trier.de/pers/hd/l/Lin:Cindy_Xide.html        ","CindyLin       ","True ","True ","False","False","True ","True ","True ","False",1918,1031,221,0.2144,"1655","255 ","0.1335","682 ","0.3571","9    ","113 ","139  ","0.8129","5 ",
102830765,"male  ","NA       ",1,1453,"28 ",411,370,157,13,0,0,12,0,0,0,0,0,10,0,0,10,0,0,0,0,0,"tomasanjose    ","Tom Anderson          ","http://dblp.uni-trier.de/pers/hd/a/Anderson:Tom.html          ","tomasanjose    ","True ","False","False","False","True ","True ","True ","False",1659,370,157,0.4243,"1504","156 ","0.094 ","267 ","0.1608","1412 ","226 ","1706 ","0.1325","5 ",
102863278,"male  ","NA       ",1,1453,"1  ",13,28,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"josecortiz     ","Jose Ortiz            ","http://dblp.uni-trier.de/pers/hd/o/Ortiz:Jose.html            ","josecortiz     ","True ","False","False","False","False","False","True ","False",93,28,346,12.3527,"87  ","5   ","0.0543","24  ","0.2609","0    ","5   ","8    ","0.625 ","0 ",
102931576,"female","NA       ",1,1453,"16 ",1,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rominabot      ","Romina Torres         ","http://dblp.uni-trier.de/pers/hd/t/Torres:Romina.html         ","rominabot      ","False","False","False","False","False","False","True ","False",6,12,32,2.6644,"5   ","1   ","0.1667","1   ","0.1667","0    ","1   ","1    ","1.0   ","0 ",
102957641,"NA    ","NA       ",1,1453,"14 ",0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yangchenghuang ","Yangcheng Huang       ","http://dblp.uni-trier.de/pers/hd/h/Huang:Yangcheng.html       ","yangchenghuang ","False","False","False","False","False","False","True ","True ",1,7,10,1.4265,"1   ","0   ","0.0   ","0   ","0.0   ","0    ","0   ","0    ","0     ","0 ",
102982277,"NA    ","NA       ",0,1453,"16 ",201,140,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ma_terabe      ","Masahiro Terabe       ","http://dblp.uni-trier.de/pers/hd/t/Terabe:Masahiro.html       ","ma_terabe      ","True ","False","False","False","False","False","False","False",5699,140,524,3.7426,"744 ","2382","0.762 ","1169","0.374 ","13   ","230 ","767  ","0.2999","0 ",
