id,gender,role,language_english,duration_in_days,publications,organic_tweets,follower_global,followees_global,follower_researcher,follower_researcher_phd,follower_researcher_prof,follower_researcher_male,follower_researcher_female,follower_researcher_male_phd,follower_researcher_male_prof,follower_researcher_female_phd,follower_researcher_female_prof,follower_reciprocal_researcher,follower_reciprocal_researcher_phd,follower_reciprocal_researcher_prof,follower_reciprocal_researcher_male,follower_reciprocal_researcher_female,follower_reciprocal_researcher_male_phd,follower_reciprocal_researcher_male_prof,follower_reciprocal_researcher_female_phd,follower_reciprocal_researcher_female_prof,location_exists,has_url,url_has_tilde,url_has_academic_domain,has_description,description_has_pattern,language,default_profile_image,nof_tweets,nof_followers,nof_friends,friend_follower_ratio,nof_self_tweets,nof_retweets,retweet_tweet_ratio,nof_tweets_with_url,fraction_of_tweets_with_url,nof_conf_hashtags,nof_distinct_hashtags,nof_overall_hashtags,fraction_of_distinct_hashtags,nof_conf_mentions
101557012,NA    ,NA       ,1,1458,17,0,50,268,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,47,50,268,5.3589,46,1,0.0213,18,0.383,3,5,5,1,0
101678082,male  ,phd      ,1,1457,3,334,675,2001,18,4,3,9,1,2,2,0,0,14,2,3,7,1,1,2,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,949,675,2001,2.9644,807,149,0.1559,417,0.4362,209,253,602,0.4203,1
101777702,male  ,phd      ,1,1457,1,153,131,204,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,594,131,204,1.5571,493,99,0.1672,174,0.2939,84,311,381,0.8163,2
101810581,NA    ,phd      ,1,1457,1,557,170,262,7,3,0,3,0,2,0,0,0,5,3,0,3,0,2,0,0,0,True ,True ,True ,True ,True ,True ,True ,FALSE,867,170,262,1.5411,703,181,0.2048,678,0.767,107,195,274,0.7117,6
101818541,male  ,NA       ,1,1457,25,282,418,594,41,9,8,21,9,3,5,2,1,29,4,8,16,5,2,5,0,1,True ,True ,FALSE,True ,True ,True ,True ,FALSE,3571,418,594,1.421,2089,1085,0.3418,768,0.242,357,697,1240,0.5621,5
101842919,NA    ,professor,1,1457,9,129,751,249,16,1,4,11,3,0,4,1,0,3,1,0,2,1,0,0,1,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,786,751,249,0.3316,724,76,0.095,93,0.1163,21,34,45,0.7556,4
101848408,NA    ,NA       ,1,1457,1,8,108,113,5,2,0,1,1,1,0,1,0,3,2,0,1,1,1,0,1,0,True ,True ,True ,True ,True ,True ,True ,FALSE,587,108,113,1.0462,264,323,0.5503,242,0.4123,21,80,91,0.8791,2
101855400,male  ,phd      ,1,1457,2,0,75,160,7,1,1,5,0,1,1,0,0,3,0,1,3,0,0,1,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,178,75,160,2.133,120,58,0.3258,37,0.2079,27,56,74,0.7568,0
102004064,NA    ,NA       ,1,1456,3,201,268,820,2,0,1,0,1,0,0,0,1,2,0,1,0,1,0,0,0,1,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,644,268,820,3.0596,526,131,0.1994,362,0.551,243,101,379,0.2665,1
102025640,NA    ,professor,1,1456,10,130,121,240,10,1,0,4,2,0,0,1,0,8,1,0,4,1,0,0,1,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,1294,121,240,1.9833,448,887,0.6644,769,0.576,212,384,660,0.5818,9
102109032,female,NA       ,1,1456,4,1,25,50,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,13,25,50,1.9992,13,0,0,1,0.0769,0,2,5,0.4,0
102279948,female,NA       ,1,1455,136,0,41,11,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,14,41,11,0.2682,14,0,0,2,0.1429,0,0,0,0,0
102385081,NA    ,NA       ,0,1455,2,97,349,321,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,True ,True ,True ,True ,True ,FALSE,FALSE,FALSE,8830,349,321,0.9197,3140,49,0.0154,333,0.1044,8,16,33,0.4848,0
102620222,NA    ,NA       ,1,1454,1,591,593,1900,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,2306,593,1900,3.204,2215,86,0.0374,1487,0.6462,109,358,568,0.6303,2
102659003,NA    ,NA       ,1,1454,9,95,149,396,25,3,4,14,0,2,2,0,0,21,3,4,12,0,2,2,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,1199,149,396,2.6575,786,410,0.3428,553,0.4624,203,435,627,0.6938,6
102661351,male  ,NA       ,1,1454,68,4,288,202,80,10,17,47,10,5,12,1,2,40,5,11,22,6,2,7,1,2,FALSE,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,157,288,202,0.7014,107,50,0.3185,57,0.3631,7,33,45,0.7333,4
102664726,NA    ,phd      ,1,1454,4,0,108,99,9,6,2,5,0,3,1,0,0,7,5,2,4,0,3,1,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,928,108,99,0.9166,721,189,0.2077,96,0.1055,7,25,93,0.2688,3
102686183,male  ,NA       ,1,1454,3,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,0,2,9,4.4776,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
102708234,male  ,NA       ,1,1454,46,86,486,447,88,27,15,40,13,12,9,2,1,33,10,9,19,5,6,5,2,0,True ,True ,True ,True ,FALSE,FALSE,True ,FALSE,409,486,447,0.9197,317,90,0.2211,154,0.3784,62,86,145,0.5931,1
102750406,male  ,NA       ,1,1454,1,25,188,667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,191,188,667,3.5477,129,61,0.3211,46,0.2421,7,37,46,0.8043,0
102792029,female,NA       ,1,1454,18,249,1031,221,36,9,3,3,6,1,2,3,0,11,3,2,1,3,0,1,2,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,1918,1031,221,0.2144,1655,255,0.1335,682,0.3571,9,113,139,0.8129,5
102830765,male  ,NA       ,1,1453,28,411,370,157,13,0,0,12,0,0,0,0,0,10,0,0,10,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,1659,370,157,0.4243,1504,156,0.094,267,0.1608,1412,226,1706,0.1325,5
102863278,male  ,NA       ,1,1453,1,13,28,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,93,28,346,12.3527,87,5,0.0543,24,0.2609,0,5,8,0.625,0
102931576,female,NA       ,1,1453,16,1,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,6,12,32,2.6644,5,1,0.1667,1,0.1667,0,1,1,1,0
102957641,NA    ,NA       ,1,1453,14,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,1,7,10,1.4265,1,0,0,0,0,0,0,0,0,0
102982277,NA    ,NA       ,0,1453,16,201,140,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5699,140,524,3.7426,744,2382,0.762,1169,0.374,13,230,767,0.2999,0
103090568,male  ,phd      ,1,1453,13,46,127,76,39,9,5,20,6,6,1,2,2,20,4,3,14,4,3,0,1,2,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,415,127,76,0.5984,401,13,0.0314,76,0.1836,58,59,153,0.3856,2
103106332,male  ,NA       ,1,1453,33,82,65,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,295,65,1043,16.0437,196,96,0.3288,58,0.1986,38,140,265,0.5283,1
103269432,male  ,NA       ,1,1452,2,526,70,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,4455,70,135,1.9283,998,2166,0.6846,858,0.2712,16,440,605,0.7273,2
103322488,NA    ,NA       ,1,1452,5,6,29,130,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,95,29,130,4.4812,42,53,0.5579,36,0.3789,8,16,18,0.8889,3
103410090,NA    ,NA       ,0,1452,1,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,FALSE,FALSE,27,4,36,8.9776,24,3,0.1111,0,0,0,0,0,0,0
103463063,NA    ,NA       ,0,1451,4,37,35,120,4,1,0,2,0,1,0,0,0,4,1,0,2,0,1,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,583,35,120,3.4276,472,107,0.1848,81,0.1399,9,27,40,0.675,0
103476945,NA    ,NA       ,1,1451,25,50,373,404,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,True ,True ,True ,True ,True ,FALSE,True ,FALSE,1254,373,404,1.0831,1110,133,0.107,121,0.0973,3,33,47,0.7021,0
103515278,male  ,NA       ,1,1451,1,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,0,3,11,3.6545,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
103545756,NA    ,NA       ,1,1451,12,15,125,128,35,3,10,20,5,2,4,1,2,28,2,8,14,4,2,2,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,170,125,128,1.0239,126,44,0.2588,33,0.1941,59,41,150,0.2733,4
103546343,female,NA       ,1,1451,83,52,220,139,80,10,12,33,13,4,6,0,2,41,5,8,19,7,3,4,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,245,220,139,0.6318,163,90,0.3557,84,0.332,155,82,241,0.3402,2
103550942,NA    ,NA       ,1,1451,2,665,109,222,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,4554,109,222,2.0365,3024,174,0.0544,1503,0.47,6,97,222,0.4369,5
103591178,male  ,NA       ,1,1451,15,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,32,11,19,1.7257,32,0,0,11,0.3438,0,0,0,0,0
103634999,NA    ,NA       ,1,1451,62,123,1629,110,78,8,10,55,1,5,5,0,0,12,2,2,11,0,2,2,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,1632,1629,110,0.0675,1103,515,0.3183,294,0.1817,77,198,300,0.66,6
103800097,female,NA       ,1,1450,1,0,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,8,16,31,1.9363,8,0,0,0,0,0,3,5,0.6,0
103809330,NA    ,NA       ,1,1450,10,19,90,277,9,1,1,3,1,1,0,0,0,6,0,1,2,1,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,273,90,277,3.0774,192,82,0.2993,104,0.3796,75,85,146,0.5822,4
103907132,NA    ,phd      ,1,1450,23,1,9,25,3,1,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,9,9,25,2.7747,3,6,0.6667,6,0.6667,2,3,5,0.6,1
103920270,male  ,NA       ,1,1450,5,1981,13427,618,137,8,6,74,21,3,4,1,1,10,0,0,9,1,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,19739,13427,618,0.046,2752,440,0.1378,928,0.2907,145,183,373,0.4906,1
103980994,male  ,NA       ,0,1450,14,1,58,98,4,1,0,2,0,0,0,0,0,4,1,0,2,0,0,0,0,0,FALSE,True ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,58,98,1.6894,7,1,0.125,3,0.375,1,2,2,1,0
103985567,male  ,NA       ,1,1450,6,33,90,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,805,90,234,2.5997,821,7,0.0085,740,0.8937,27,66,145,0.4552,0
104083052,NA    ,NA       ,1,1449,3,5,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,True ,True ,FALSE,FALSE,True ,FALSE,34,21,29,1.3803,32,2,0.0588,25,0.7353,4,2,4,0.5,1
104098660,NA    ,NA       ,1,1449,40,214,623,316,63,11,7,41,3,6,6,1,0,22,4,4,18,0,3,4,0,0,True ,True ,FALSE,True ,True ,FALSE,True ,FALSE,3370,623,316,0.5072,2741,448,0.1405,524,0.1643,75,94,152,0.6184,3
104111363,NA    ,NA       ,1,1449,14,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,2,1,6,5.9406,2,0,0,0,0,0,0,0,0,0
104175100,male  ,NA       ,1,1449,3,4,78,91,2,0,1,2,0,0,1,0,0,2,0,1,2,0,0,1,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,56,78,91,1.1665,53,3,0.0536,9,0.1607,2,26,31,0.8387,0
104188987,NA    ,phd      ,1,1449,3,412,466,474,6,1,0,3,0,0,0,0,0,4,1,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,3151,466,474,1.0171,2871,285,0.0903,1179,0.3736,285,591,1256,0.4705,9
104196018,NA    ,NA       ,1,1449,1,1,59,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,11,59,362,6.1346,6,6,0.5,2,0.1667,0,4,4,1,0
104482438,female,NA       ,1,1448,9,6,207,104,16,1,2,11,1,1,1,0,0,8,1,2,6,0,1,1,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,86,207,104,0.5024,80,13,0.1398,13,0.1398,2,6,8,0.75,0
104485827,NA    ,NA       ,1,1448,9,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,5,9,14,1.5538,5,0,0,0,0,0,0,0,0,0
104539523,NA    ,NA       ,1,1448,37,0,21,61,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,14,21,61,2.9034,12,1,0.0769,5,0.3846,0,0,0,0,0
104629004,male  ,NA       ,1,1448,1,286,192,92,13,0,0,9,0,0,0,0,0,4,0,0,2,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,1086,192,92,0.4791,1034,64,0.0583,88,0.0801,30,89,119,0.7479,2
104651652,NA    ,NA       ,1,1447,13,37,142,130,8,1,1,1,0,1,0,0,0,4,1,0,1,0,1,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,278,142,130,0.9154,218,63,0.2242,96,0.3416,7,19,32,0.5938,2
104713717,NA    ,phd      ,1,1447,2,5,47,105,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,True ,True ,True ,True ,True ,FALSE,21,47,105,2.2336,17,5,0.2273,4,0.1818,0,2,2,1,0
104770617,NA    ,NA       ,0,1447,66,250,207,217,4,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,True ,FALSE,FALSE,FALSE,4253,207,217,1.0483,3187,13,0.0041,204,0.0638,1,29,47,0.617,0
104796226,NA    ,NA       ,0,1447,10,12,134,158,6,0,1,1,0,0,0,0,0,6,0,1,1,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,FALSE,FALSE,971,134,158,1.179,936,33,0.0341,17,0.0175,0,15,17,0.8824,0
104905584,male  ,NA       ,1,1447,2,17,113,272,16,2,1,8,3,1,1,0,0,16,2,1,8,3,1,1,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,437,113,272,2.4069,380,57,0.1304,38,0.087,57,134,296,0.4527,1
104924463,male  ,NA       ,1,1447,1,1,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,21,20,28,1.3993,15,6,0.2857,19,0.9048,0,1,1,1,0
104988127,female,NA       ,1,1446,2,22,110,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,123,110,303,2.7543,109,14,0.1138,90,0.7317,3,22,29,0.7586,0
105026923,NA    ,NA       ,1,1446,2,0,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,0,7,37,5.2782,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
105090896,male  ,NA       ,1,1446,87,0,81,31,8,3,0,4,0,1,0,0,0,4,1,0,1,0,0,0,0,0,True ,True ,True ,FALSE,FALSE,FALSE,True ,FALSE,8,81,31,0.3827,5,3,0.375,3,0.375,5,3,6,0.5,1
105119595,male  ,NA       ,1,1446,1,58,180,198,7,0,4,6,1,0,4,0,0,5,0,4,5,0,0,4,0,0,True ,True ,FALSE,True ,True ,FALSE,True ,FALSE,390,180,198,1.0999,250,142,0.3622,171,0.4362,35,57,98,0.5816,1
105124004,NA    ,phd      ,1,1446,9,18,120,85,11,3,2,10,0,3,1,0,0,8,2,1,8,0,2,1,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,476,120,85,0.7083,299,177,0.3718,163,0.3424,104,141,268,0.5261,1
105172742,male  ,phd      ,1,1446,2,30,50,123,7,3,1,5,0,2,0,0,0,5,1,1,3,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,149,50,123,2.4595,62,86,0.5811,44,0.2973,36,69,110,0.6273,7
105198231,NA    ,NA       ,0,1446,8,5,20,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,143,20,118,5.8971,24,116,0.8286,66,0.4714,1,35,36,0.9722,1
105221403,NA    ,phd      ,1,1446,5,9,45,129,6,2,0,3,0,1,0,0,0,4,2,0,3,0,1,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,105,45,129,2.866,99,6,0.0571,93,0.8857,3,5,5,1,1
105261669,male  ,NA       ,1,1446,44,255,86,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,267,86,603,7.0108,274,30,0.0987,297,0.977,40,404,539,0.7495,1
105289764,NA    ,NA       ,1,1446,9,15,105,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,455,105,289,2.7521,277,176,0.3885,156,0.3444,156,100,259,0.3861,2
105307291,male  ,NA       ,1,1445,40,3,102,125,3,2,0,1,0,1,0,0,0,2,2,0,1,0,1,0,0,0,FALSE,True ,FALSE,FALSE,True ,True ,True ,FALSE,66,102,125,1.2254,44,19,0.3016,14,0.2222,6,13,14,0.9286,0
105336498,male  ,NA       ,1,1445,1,8,90,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,607,90,164,1.822,564,43,0.0708,96,0.1582,15,67,82,0.8171,3
105434818,NA    ,NA       ,0,1445,1,45,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,FALSE,FALSE,1445,50,52,1.0398,1354,87,0.0604,110,0.0763,3,12,18,0.6667,0
105486045,NA    ,NA       ,1,1445,1,2,11,24,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,27,11,24,2.1798,27,0,0,5,0.1852,0,0,0,0,0
105499798,NA    ,NA       ,1,1445,1,2,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,34,8,41,5.1186,32,2,0.0588,12,0.3529,4,4,5,0.8,1
105623831,male  ,NA       ,0,1445,14,1,20,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,True ,FALSE,FALSE,FALSE,20,20,64,3.1984,17,3,0.15,9,0.45,0,4,4,1,0
105686191,NA    ,NA       ,1,1444,2,0,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,0,5,45,8.982,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
105756277,NA    ,phd      ,1,1444,7,0,44,33,4,1,1,0,1,0,0,0,1,3,0,1,0,1,0,0,0,1,True ,True ,FALSE,True ,True ,True ,True ,FALSE,1,44,33,0.7498,0,1,1,1,1,0,1,1,1,0
105760450,NA    ,NA       ,0,1444,6,86,326,509,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2808,326,509,1.5613,947,1834,0.6595,639,0.2298,60,268,449,0.5969,5
105768729,NA    ,NA       ,1,1444,16,1,19,28,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,1,19,28,1.4729,1,0,0,0,0,0,0,0,0,0
105768989,male  ,NA       ,1,1444,106,122,482,217,130,30,10,48,18,8,7,5,0,24,3,2,12,3,2,2,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,1198,482,217,0.4502,606,585,0.4912,408,0.3426,172,288,561,0.5134,13
105930679,NA    ,NA       ,1,1444,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,13,0,1,100,13,0,0,0,0,0,2,2,1,0
106023197,NA    ,NA       ,1,1443,2,8,18,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,20,18,159,8.8284,11,9,0.45,6,0.3,17,4,30,0.1333,0
106023728,female,professor,1,1443,63,25,201,156,56,9,3,27,14,5,2,3,1,41,5,2,21,9,3,1,2,1,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,168,201,156,0.7761,134,34,0.2024,81,0.4821,79,69,127,0.5433,1
106027377,NA    ,NA       ,1,1443,10,35,146,244,6,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,1256,146,244,1.6711,1050,200,0.16,141,0.1128,73,110,242,0.4545,2
106034202,male  ,professor,1,1443,20,92,154,219,23,3,2,6,8,1,0,2,1,8,0,1,2,2,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,264,154,219,1.422,243,24,0.0899,90,0.3371,21,118,146,0.8082,0
106064139,NA    ,phd      ,0,1443,21,41,226,199,11,2,0,4,2,0,0,0,0,11,2,0,4,2,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,FALSE,FALSE,273,226,199,0.8805,262,12,0.0438,55,0.2007,45,193,275,0.7018,1
106139622,male  ,NA       ,1,1443,8,100,508,256,35,2,6,19,4,1,3,0,0,19,0,3,11,3,0,2,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,1024,508,256,0.5039,828,194,0.1898,238,0.2329,261,87,360,0.2417,1
106140939,NA    ,NA       ,1,1443,96,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,1,0,7,700,0,1,1,0,0,0,1,1,1,0
106194595,NA    ,phd      ,1,1443,3,622,539,612,25,5,7,11,5,2,3,1,1,23,5,7,10,5,2,3,1,1,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,2631,539,612,1.1354,1361,1316,0.4916,961,0.359,420,348,888,0.3919,10
106199289,male  ,NA       ,1,1443,4,13,60,173,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,124,60,173,2.8829,94,33,0.2598,21,0.1654,11,25,32,0.7813,4
106230044,female,NA       ,1,1443,3,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,0,3,17,5.6478,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
106379556,female,NA       ,1,1442,1,32,197,221,20,5,3,15,2,3,3,0,0,14,3,1,10,2,2,1,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,341,197,221,1.1218,241,100,0.2933,191,0.5601,87,171,224,0.7634,3
106411489,NA    ,NA       ,1,1442,25,44,63,120,12,0,1,9,1,0,1,0,0,12,0,1,9,1,0,1,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,248,63,120,1.9045,121,126,0.5101,57,0.2308,50,90,145,0.6207,1
106450249,NA    ,phd      ,1,1442,97,0,40,57,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,138,40,57,1.4246,118,20,0.1449,3,0.0217,2,32,42,0.7619,1
106462192,male  ,NA       ,1,1442,46,443,1926,6,41,3,1,28,1,2,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,2201,1926,6,0.0031,1737,513,0.228,682,0.3031,138,161,385,0.4182,2
106495537,female,NA       ,1,1442,3,3,28,45,9,2,1,7,1,2,1,0,0,4,0,1,3,0,0,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,11,28,45,1.6066,4,8,0.6667,7,0.5833,0,0,0,0,0
106513708,NA    ,NA       ,1,1442,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,0,0,1,100,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
