,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
shanjiegeo     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,1.90E+01,9.00E+00
BhoferHofer    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
DGKPsaba       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,7.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
DJStucki       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
IAmJohnBaldwin ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
cscheerleader  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E+02,6.42E+02,6.29E+02,1.90E+02,4.30E+01,1.03E+02,1.10E+02
rahalimd       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00
DesktopHPC     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.80E+01,1.90E+01,7.00E+00,1.30E+01,8.00E+00,1.30E+01,4.00E+00
maritza_johnson,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.30E+01,1.25E+02,2.00E+01,5.00E+00,2.00E+00,3.37E+02,1.74E+02
QiulingYan     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
alex_yakubovich,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.50E+02,2.03E+02,1.22E+02,9.70E+01,8.10E+01,1.09E+02,4.10E+01
mbagherz       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
EdwardACurry   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.40E+01,6.50E+01,5.30E+01,1.29E+02,6.40E+01,4.70E+01,6.10E+01
felix_ritter   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
genevievemp    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.86E+02,8.70E+01,1.40E+01,1.20E+01,1.80E+01,2.10E+01,1.67E+02
txkuhn         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.08E+02,1.71E+02,4.43E+02,2.66E+02,3.03E+02,1.40E+02,5.90E+01
ScharnhorstA   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.07E+03,4.19E+02,6.95E+02,3.45E+02,0.00E+00,1.36E+02,2.50E+01
m_guerini      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.59E+02,1.02E+02,2.82E+02,1.65E+02,1.22E+02,4.64E+02,4.06E+02
ClaireGardent  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E+00,4.00E+00,2.00E+00,1.00E+00,2.80E+01,2.00E+00,5.00E+00
j_camacho_p    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E+02,1.19E+02,6.60E+01,7.30E+01,9.40E+01,3.00E+00,8.00E+00
ThomasLouail   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
RomaDoma3      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
JialongHan     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00
aii04001       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E+00,2.00E+00,0.00E+00,6.00E+00,9.00E+00
laurephilips   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E+00,1.20E+01,1.30E+01,1.50E+01,9.00E+00,3.00E+00,2.00E+00
coolresolution ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
_jasonjerald   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.89E+02,3.89E+02,4.00E+02,3.83E+02,3.01E+02,9.70E+01,2.30E+01
rackpixel      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
BenCDavis      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.30E+01,5.10E+01,5.00E+01,1.59E+02,4.30E+01,1.70E+01
theanhvub      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.50E+01,6.30E+01,1.94E+02,2.87E+02,2.07E+02
MagentaWaffles ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
Satoshi_Utsumi ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
bredaceous     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
BerndHollerit  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
csandip1       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
BochaoShen     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
IaakovExman    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.00E+00,2.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,1.00E+00
upohlm         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.30E+01,1.02E+02,3.50E+01,6.80E+01,1.30E+02,4.00E+01,1.50E+01
gnebehay       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+01,9.20E+01,5.80E+01,7.10E+01,2.80E+01,0.00E+00,0.00E+00
SchicklinS     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.10E+01,1.00E+01,4.90E+01,1.10E+01,1.00E+00,5.00E+00,0.00E+00
ls0715         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
cryptolicious  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.36E+02,2.37E+02,1.00E+02,1.43E+02,2.55E+02,1.00E+01,6.00E+00
LutzSchubert   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.80E+01,2.70E+01,4.70E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00
roman_klinger  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E+01,8.00E+00,3.50E+01,5.40E+01,1.16E+02,3.54E+02,3.47E+02
evopma         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.10E+01,1.24E+02,2.63E+02,2.62E+02,9.80E+01,4.60E+01,9.00E+00
BAPearlmutter  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E+00,0.00E+00,2.00E+00,5.00E+00,2.00E+01,6.80E+01,9.40E+01
manorozi       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.00E+00,4.30E+01,4.20E+01,1.90E+01,1.90E+01,2.30E+01,3.80E+01
rbnpulido      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,1.67E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
dimadamen      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.03E+02,2.14E+02,1.63E+02,2.17E+02,2.08E+02,3.16E+02,4.08E+02
mario_montagud ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+01,5.34E+02,5.80E+02,1.08E+03,9.67E+02
FergoTheGreat  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E+02,7.90E+01,5.20E+01,3.00E+00,1.00E+00,0.00E+00,1.00E+00
kereynoldss    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+01,6.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
BoCukic        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.10E+01,2.90E+01,2.60E+01,4.70E+01,6.80E+01,7.00E+01
ZhangKant      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.40E+01,1.02E+02,4.00E+00,4.00E+00,0.00E+00,0.00E+00,0.00E+00
OrenKurland    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
yisong_wang    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
edevvede       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
pfeifferHCI    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
LwTim          ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.80E+01,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
DaveInScotland ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,1.00E+00,2.00E+01
Maria11576561  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
wgstrand       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
mraubal        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,3.00E+00,1.00E+00
Rigo2040       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
KahinaLazri    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,9.00E+00,1.00E+00,2.50E+01,2.20E+01
nteike         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SailaOvaska    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
DeNiloNil      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.62E+02,7.87E+02,7.22E+02,6.29E+02,5.37E+02,2.96E+02
jquesadaguilar ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
oh_uran        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
CChelmis       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.60E+01,2.00E+00,5.00E+00,2.30E+01,1.84E+02,2.01E+02,6.60E+01
FranciscoMNT   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.50E+01,4.40E+01,4.60E+01,1.00E+00,2.80E+01,1.00E+01,0.00E+00
shanky932900   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
masasugihara   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.30E+01,8.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00
dfoladivanda   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
DanielaSteidl  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,4.20E+01,1.40E+01,8.00E+00,2.00E+00,1.00E+00,0.00E+00
jonobriggs     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00
PetrosinoAl    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00
ninosimenza    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
sealytics      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
sabronsky      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.60E+01,1.62E+02,1.90E+02,1.27E+02,1.26E+02,2.48E+02,1.00E+02
mikeroberts3000,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E+01,1.20E+01,1.60E+01,1.00E+01,4.00E+00,0.00E+00,0.00E+00
BryggUllmer    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.40E+01,9.00E+00,4.00E+00,5.00E+00,5.00E+00,2.00E+00,8.00E+00
SwapnilHingmire,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
MarineCarpuat  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,3.00E+00,1.60E+01,5.50E+01,1.55E+02,4.10E+01,5.20E+01
LeonHannahTabak,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
QEnard         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E+00,1.00E+00,6.20E+01,1.70E+01,0.00E+00,2.00E+00,1.00E+00
DamienERNST1   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.21E+03
jeuhlove       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.10E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
jdusite        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
MuhammadAliAwa7,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
XiweiXu        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00
ChristopheLino ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,2.00E+00,4.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00
itsbchan       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
DolfTr         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E+01,9.00E+00,1.00E+00,3.30E+01,8.80E+01,1.50E+01,1.00E+01
ThomasNiebler  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.20E+01,4.50E+01,2.90E+01,1.49E+02,1.45E+02,3.23E+02,9.17E+02
ziqizhang_twitr,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
AmelieGyrard   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.00E+00,4.50E+01,6.40E+01,1.23E+02,1.28E+02,1.87E+02
ALivMusico_    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
_tedhong       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
cdspowerHCI    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
jallan_umass   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00
ederseb        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.00E+00,2.60E+01,7.00E+00,0.00E+00,0.00E+00
lvmorenoc      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.70E+01,3.60E+01,1.19E+02,1.03E+02,3.90E+01,1.04E+02,1.80E+01
lrvarshney     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.35E+02,3.91E+02,3.04E+02,2.46E+02,2.99E+02,2.46E+02,2.48E+02
DrSEldh        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.49E+02,2.14E+03,5.24E+02
XiGe1          ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
MAhmedSherif   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.00E+00,2.00E+00,5.00E+00,3.00E+00,2.50E+01,1.00E+01,8.00E+00
CryptoGPS      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,2.00E+00,0.00E+00,0.00E+00,2.00E+00
mmzeroexp      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.10E+01,7.80E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00
arnoblouin     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.95E+02,4.60E+02,1.90E+02,1.30E+02,1.60E+02,7.20E+01,1.90E+01
RomanCech1     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00
ItaRichardson  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
WanxiangChe    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00
JohannaMeurer  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.20E+01,2.50E+01,2.60E+01,5.00E+00,7.00E+00,1.90E+01,7.00E+00
gilles_bailly  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.70E+01,1.10E+01,8.00E+00,4.00E+00,0.00E+00,5.00E+00
JaHuffHa       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.20E+01,2.60E+01,2.20E+01,0.00E+00,1.00E+00,1.30E+01,3.00E+00
TrineKrogstad  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.60E+01,1.30E+01,1.50E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00
mhktweet       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ashraf_bhery   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
LerouxPhilip   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00
gbavota        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.60E+01,2.70E+01,8.00E+01,1.27E+02,3.70E+01,5.90E+01,7.50E+01
dlupitz        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E+01,1.00E+00,1.00E+00,5.00E+00,1.00E+00,1.40E+01,7.00E+00
suspin76       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E+00,1.13E+03,1.02E+03,1.02E+03
Kate_Hone      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.00E+00,1.00E+01,1.10E+01,1.40E+01,2.00E+00,1.00E+00
JTL303         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.70E+01,6.20E+01,1.80E+01,4.40E+01,1.90E+01,0.00E+00,0.00E+00
DrGuyCoates    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+01,1.40E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
TuhinSharm     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ShihChingFu    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.90E+01,2.41E+02
SoerenAuer     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.10E+01,7.70E+01,9.10E+01,2.09E+02,3.78E+02,3.27E+02,2.92E+02
