,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
pattersonlj    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E+00,2.00E+00,6.00E+00,1.00E+00,2.00E+00,5.00E+00,6.00E+00,0.00E+00
ipuris         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.67E+02,2.25E+02,8.06E+02,4.45E+02,9.40E+01,8.80E+01,9.20E+01,1.08E+02,1.86E+02
t9t9           ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
tmaehara       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.24E+03
nik0spapp      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E+00,1.90E+01,1.60E+01,2.30E+01,8.00E+01,6.50E+01,7.10E+01,6.20E+01,5.40E+01,9.90E+01
Frassle        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E+03,8.01E+02,5.23E+02,3.00E+02,6.30E+01,3.10E+01,4.10E+01,3.60E+01
elisab79       ,0.00E+00,0.00E+00,0.00E+00,2.60E+01,9.50E+01,6.10E+01,2.12E+02,8.50E+01,2.27E+02,5.35E+02,1.91E+02,3.28E+02,2.60E+02,1.67E+02
heisbear       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
robertominelli ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.00E+00,7.00E+01,1.57E+02,3.76E+02,1.64E+02,1.90E+02,3.16E+02,3.72E+02,4.56E+02,5.39E+02
jmahmud        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+01,8.10E+01,9.70E+01,1.00E+02,6.90E+01,1.23E+02,7.20E+01,1.50E+01,1.00E+00
DarioSanfilippo,0.00E+00,0.00E+00,0.00E+00,1.80E+01,3.30E+01,3.30E+01,5.60E+01,2.60E+01,1.40E+01,1.00E+01,1.50E+01,9.00E+00,1.80E+01,8.00E+00
isihiro        ,0.00E+00,0.00E+00,0.00E+00,5.90E+01,2.18E+02,4.47E+02,2.93E+02,4.10E+01,2.00E+00,1.50E+01,2.50E+01,0.00E+00,2.00E+00,1.00E+00
Dave_L_Jones   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.03E+03,1.11E+03,1.70E+02,6.10E+01,1.30E+01,6.10E+01,2.58E+02,4.74E+02
nomodes        ,0.00E+00,0.00E+00,0.00E+00,3.00E+00,1.20E+01,1.20E+01,7.00E+00,1.50E+01,1.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00
xuewei4d       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,1.00E+00,6.00E+00,3.80E+01,1.70E+01,3.60E+01,6.00E+00,2.10E+01,0.00E+00,1.00E+00
vkoukis        ,0.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,0.00E+00,9.00E+00,2.10E+01,1.90E+01,1.00E+00,6.00E+00,2.00E+00,3.20E+01,5.70E+01
pcastells      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E+01,3.30E+01,6.10E+01,7.60E+01,5.70E+01,5.00E+01,3.40E+01,9.60E+01,8.00E+01
kimsanggyun    ,0.00E+00,0.00E+00,0.00E+00,8.00E+00,4.87E+02,3.20E+02,7.40E+01,8.00E+00,0.00E+00,1.00E+00,2.00E+00,6.00E+00,1.30E+01,2.00E+00
codeandrew     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.32E+02,5.01E+02,5.64E+02,7.03E+02,5.26E+02,5.89E+02
mbarrenecheajr ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,1.80E+01,1.06E+02,1.17E+02,7.50E+01,7.80E+01,2.30E+01,2.00E+00,9.00E+00,1.00E+01
gaheitz        ,0.00E+00,0.00E+00,0.00E+00,2.00E+00,3.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
aaron_b_brown  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
loosche        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,0.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ben_fry        ,0.00E+00,0.00E+00,0.00E+00,1.66E+02,4.27E+02,2.15E+02,1.32E+02,1.77E+02,3.65E+02,3.26E+02,3.11E+02,3.54E+02,3.41E+02,2.74E+02
mike_schatz    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.61E+02,6.88E+02,7.65E+02,8.17E+02,6.87E+02
JianJZhao      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
AndySeaborne   ,0.00E+00,0.00E+00,0.00E+00,1.06E+02,5.22E+02,2.76E+02,2.24E+02,2.53E+02,2.30E+02,1.11E+02,8.60E+01,1.30E+02,1.37E+02,2.13E+02
KorbinianM     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E+00,0.00E+00,9.00E+00,9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
CharlesWeir    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E+00,3.50E+01
voxmjw         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.52E+02,7.75E+02,7.10E+02,4.82E+02,4.71E+02,1.93E+02,1.47E+02,3.20E+01,2.90E+01,1.26E+02
urkovain       ,0.00E+00,0.00E+00,0.00E+00,7.80E+01,3.73E+02,3.96E+02,6.29E+02,1.49E+02,3.70E+01,2.60E+01,2.80E+01,4.60E+01,5.60E+01,1.80E+01
dj_satoru_en   ,0.00E+00,0.00E+00,0.00E+00,6.07E+02,9.95E+02,5.96E+02,7.30E+02,1.33E+02,1.05E+02,4.70E+01,4.00E+00,0.00E+00,0.00E+00,1.00E+00
zhengs         ,0.00E+00,0.00E+00,0.00E+00,3.00E+00,0.00E+00,0.00E+00,4.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
cronopabs      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.10E+03,1.11E+03
k_krauskopf    ,0.00E+00,0.00E+00,0.00E+00,1.10E+01,5.10E+01,4.70E+01,4.80E+01,7.90E+01,3.30E+01,1.40E+01,1.00E+00,6.60E+01,1.90E+01,8.00E+00
gatobonp       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
bbasten        ,0.00E+00,0.00E+00,0.00E+00,7.00E+00,2.30E+01,2.50E+01,2.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
htr3n          ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
MzJazzyGirl    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
mtbouchard     ,0.00E+00,0.00E+00,0.00E+00,5.00E+00,2.72E+02,7.70E+01,2.61E+02,1.43E+02,1.30E+02,1.50E+02,1.84E+02,5.70E+01,2.30E+01,4.00E+00
ipekozkaya     ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.04E+02,3.10E+01,3.60E+01,3.20E+01,5.40E+01,1.43E+02,9.00E+01,6.30E+01,1.75E+02,1.59E+02
andywarfield   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.00E+00,1.70E+01,1.02E+02,4.95E+02,3.93E+02,2.12E+02,7.20E+01,4.30E+01,1.90E+01
ad688          ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
xshua          ,0.00E+00,0.00E+00,0.00E+00,9.00E+00,1.10E+01,2.00E+00,2.00E+00,5.00E+00,2.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
I_Stamoulis    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.00E+00,1.20E+01,4.00E+00,3.00E+00,6.00E+00,4.00E+00,1.00E+01,1.20E+01,5.00E+00
AntThought     ,0.00E+00,0.00E+00,0.00E+00,8.80E+01,8.00E+00,2.00E+00,2.00E+00,1.30E+01,0.00E+00,4.00E+00,1.12E+02,2.25E+02,2.09E+02,4.58E+02
Amirkhannew    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.86E+03,2.72E+02,7.33E+02,2.98E+02,4.80E+01,0.00E+00,0.00E+00,0.00E+00
thisdishtowel  ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,4.00E+01,1.70E+01,1.90E+01,8.00E+00,2.00E+01,5.30E+01,4.10E+01,1.26E+02,2.66E+02,2.37E+02
annrcoleman    ,0.00E+00,0.00E+00,0.00E+00,4.00E+01,7.80E+01,2.55E+02,2.41E+02,4.39E+02,1.30E+02,9.50E+01,1.20E+01,2.41E+02,1.00E+01,1.80E+01
Karganys       ,0.00E+00,0.00E+00,0.00E+00,1.70E+01,7.60E+01,1.54E+02,3.18E+02,1.75E+02,1.73E+02,1.19E+02,5.80E+01,1.80E+01,2.20E+01,2.80E+01
CryptoGangsta  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.87E+02,5.84E+02,1.62E+02,1.60E+02,1.39E+02,9.05E+02,8.00E+02
doyub          ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,3.00E+00,2.00E+00,5.60E+01,4.80E+01,2.90E+01,2.20E+01,1.76E+02,1.04E+02,1.19E+02
airi_          ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.91E+02,2.44E+02,4.55E+02,5.72E+02,5.20E+02,4.12E+02,3.18E+02,4.88E+02
LaurenScotty   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.60E+02,6.12E+02,3.18E+02,2.45E+02,4.00E+02,7.15E+02,6.52E+02
joakkim        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
rohitgheyi     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,4.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00
glhuilli       ,0.00E+00,0.00E+00,0.00E+00,1.44E+02,2.85E+02,6.96E+02,3.61E+02,5.10E+01,8.00E+00,5.00E+00,0.00E+00,3.00E+00,2.00E+00,1.10E+01
aiyemem        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
gscottowen     ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
nathanmarz     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.20E+01,8.49E+02,6.86E+02,4.25E+02,2.41E+02,3.42E+02,1.61E+02,2.72E+02,7.30E+01,1.13E+02
boernei        ,0.00E+00,0.00E+00,0.00E+00,4.90E+01,2.60E+01,1.00E+01,8.00E+00,1.80E+02,1.76E+02,1.17E+02,7.40E+01,1.60E+01,2.10E+01,1.50E+01
asvirskas      ,0.00E+00,0.00E+00,0.00E+00,1.86E+02,3.95E+02,1.40E+02,1.30E+01,3.00E+00,2.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,1.00E+00
huatongs       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,2.00E+00,1.50E+01,3.90E+01,2.60E+01,3.60E+01,2.60E+01,2.40E+01,1.90E+01
atlake         ,0.00E+00,0.00E+00,0.00E+00,2.50E+01,4.00E+00,9.00E+00,3.40E+01,2.40E+01,1.50E+01,2.00E+01,1.40E+01,1.60E+01,2.10E+01,3.30E+01
duantran       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E+00,1.10E+01,1.40E+01,6.40E+01,2.00E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00
nys0s          ,0.00E+00,0.00E+00,0.00E+00,2.00E+00,1.00E+00,6.00E+01,1.60E+02,2.66E+02,2.30E+02,2.36E+02,2.49E+02,1.16E+02,1.26E+02,4.90E+01
ibalogh        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,4.00E+00,2.00E+00,2.00E+00,2.00E+00,7.00E+00,0.00E+00,0.00E+00,0.00E+00
DanielRueckert ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,2.90E+01,9.10E+01,1.53E+02,1.09E+02,9.40E+01
croftj         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
mj2tang        ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
rpremraj       ,0.00E+00,0.00E+00,0.00E+00,2.20E+01,9.00E+00,1.30E+01,0.00E+00,2.00E+00,3.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00
sbaush         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.60E+01,1.57E+03,6.60E+02,1.93E+02,1.18E+02,1.55E+02,1.30E+02,2.12E+02,1.48E+02
jamesleesupport,0.00E+00,0.00E+00,0.00E+00,4.80E+01,6.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
realhamed      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E+02
_mrhyde        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.92E+02,5.69E+02,3.16E+02,1.56E+02,5.60E+01,1.02E+02,2.50E+01,3.40E+01
JochenHuber    ,0.00E+00,0.00E+00,0.00E+00,3.00E+01,4.30E+01,1.32E+02,1.57E+02,1.08E+02,6.50E+01,1.40E+01,6.00E+00,1.90E+01,1.20E+01,7.00E+00
npittas        ,0.00E+00,0.00E+00,0.00E+00,8.00E+00,4.40E+01,6.80E+01,1.88E+02,8.40E+01,1.61E+02,8.81E+02,1.72E+02,2.06E+02,1.52E+02,1.01E+02
jimsmiss       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
JaeyoungBang   ,0.00E+00,0.00E+00,0.00E+00,5.84E+02,3.90E+01,2.04E+02,1.50E+02,7.90E+01,7.40E+01,1.40E+01,1.20E+01,7.00E+01,5.00E+00,2.20E+01
shigerufujita  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.23E+03
HamidMaei      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
mfhepp         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E+03,8.37E+02,3.65E+02,1.73E+02,3.18E+02,1.53E+02,1.50E+01,1.90E+01,5.70E+01,1.12E+02
turhanb        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.50E+01,2.40E+01,1.00E+01,6.10E+01,6.50E+01,5.30E+01,6.60E+01,6.30E+01,3.10E+01,5.30E+01
davidcarmel    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,1.10E+01,1.60E+01,2.10E+01,1.00E+00,1.00E+00
youyoulu       ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,6.00E+00,1.00E+00,6.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
jpmccu         ,0.00E+00,0.00E+00,0.00E+00,3.60E+02,7.36E+02,4.57E+02,2.06E+02,1.57E+02,5.20E+01,3.80E+01,4.70E+01,1.60E+01,7.00E+00,7.00E+00
jmh22          ,0.00E+00,0.00E+00,0.00E+00,7.50E+01,5.57E+02,3.96E+02,2.10E+02,3.09E+02,1.86E+02,1.55E+02,2.00E+02,3.63E+02,1.17E+02,4.60E+01
nguyenhongphu  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
justin_helbert ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,8.00E+00,3.00E+00,1.00E+00,0.00E+00,2.60E+01,5.00E+00,1.00E+00,1.00E+00,0.00E+00
junwalking     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.20E+01,5.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
smalekia       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
mbiuki         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.00E+01,6.00E+00,1.80E+01,1.00E+00,1.40E+01,4.00E+00,9.00E+00
ruthygarcia    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.83E+02,4.41E+02,8.81E+02,7.06E+02,4.16E+02,2.57E+02,2.26E+02
nicolasfauvet  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.30E+01,2.72E+02,4.80E+01,9.00E+00,2.80E+01,1.90E+01,1.20E+01,4.80E+01,4.50E+01,3.30E+01
drarobbe       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
fernandomarson ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ylecun         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.85E+02,5.65E+02,9.22E+02,1.47E+03
oerich         ,0.00E+00,0.00E+00,0.00E+00,8.00E+01,0.00E+00,0.00E+00,8.50E+01,6.50E+01,8.20E+01,7.90E+01,1.06E+02,1.06E+02,7.40E+01,7.00E+00
tara_matthews  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
pryced         ,0.00E+00,0.00E+00,0.00E+00,6.80E+01,2.80E+01,9.00E+00,0.00E+00,3.10E+01,1.10E+01,2.00E+00,1.00E+00,1.00E+01,7.00E+00,1.40E+01
chakaneh       ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,2.00E+00,2.00E+00,1.00E+00,0.00E+00,0.00E+00
DMiranda665    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
yaoyichiang    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.80E+01,1.40E+01,2.00E+01,6.00E+00,1.20E+01,1.00E+00,0.00E+00,0.00E+00
adrianlienhard ,0.00E+00,0.00E+00,0.00E+00,7.00E+00,3.60E+01,1.60E+01,3.50E+01,3.00E+01,1.80E+01,2.70E+01,1.80E+01,8.00E+00,1.60E+01,1.30E+01
alsmadi        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,9.00E+00,6.70E+01,2.40E+01,3.00E+00,8.00E+00,2.80E+01,4.30E+01,2.40E+01,0.00E+00
akpurtell      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.03E+02,1.04E+03,1.02E+03,7.19E+02
duane_bender   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,1.67E+02,1.22E+02,1.10E+01,3.70E+01,5.00E+00,0.00E+00,5.00E+00,0.00E+00
shubao         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
abaruchi       ,0.00E+00,0.00E+00,0.00E+00,2.00E+00,3.26E+02,3.41E+02,4.00E+01,3.50E+01,9.90E+01,2.90E+01,2.00E+00,2.30E+01,9.40E+01,8.50E+01
drouin_simon   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,4.00E+00,1.50E+01,1.03E+02,1.80E+01,1.20E+01,2.00E+00,0.00E+00,2.00E+00,6.00E+00
formanite98    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
jonvoris       ,0.00E+00,0.00E+00,0.00E+00,1.00E+01,0.00E+00,1.70E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
joni_niemi     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.50E+01,1.30E+01,3.90E+01,1.08E+02,5.30E+01,6.70E+01,4.10E+01,3.20E+01,4.20E+01
redmotion_games,0.00E+00,0.00E+00,0.00E+00,8.00E+00,2.00E+00,1.00E+01,1.15E+02,2.60E+01,1.90E+01,9.30E+01,4.35E+02,1.14E+03,4.93E+02,4.46E+02
_gschwenk      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
pmeerw         ,0.00E+00,0.00E+00,0.00E+00,6.60E+01,3.80E+01,2.00E+01,3.70E+01,1.70E+01,1.50E+01,1.10E+01,1.70E+01,1.80E+01,2.40E+01,2.40E+01
davidnotkin    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+01,4.00E+00,1.53E+02,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
neha_agr       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
fernandotrinta ,0.00E+00,0.00E+00,0.00E+00,5.00E+00,1.52E+02,2.19E+02,9.70E+01,1.40E+01,3.00E+00,4.00E+00,1.00E+00,4.00E+00,3.00E+00,7.00E+00
wcheswick      ,0.00E+00,0.00E+00,0.00E+00,1.70E+01,3.00E+00,1.00E+00,2.30E+01,4.90E+01,1.10E+02,7.00E+01,2.14E+02,4.00E+01,2.40E+01,1.00E+01
raswak         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+02,4.22E+02,4.53E+02,4.28E+02,4.57E+02,4.02E+02,4.30E+02,5.19E+02
TalFulano      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.78E+03,1.00E+00,6.10E+01,0.00E+00,0.00E+00,0.00E+00
leemgs         ,0.00E+00,0.00E+00,0.00E+00,2.70E+01,5.50E+01,3.00E+01,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E+00,2.00E+00,0.00E+00
kenshi84       ,0.00E+00,0.00E+00,0.00E+00,1.50E+01,6.50E+01,1.36E+02,7.80E+01,3.40E+01,4.90E+01,5.50E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00
vajihm         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
mherrb         ,0.00E+00,0.00E+00,0.00E+00,5.90E+01,8.50E+01,9.00E+01,1.88E+02,1.66E+02,2.12E+02,3.29E+02,2.61E+02,7.90E+01,1.20E+01,7.20E+01
dianamaynard   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.10E+01,1.53E+03,5.81E+02,4.61E+02,6.03E+02
AliRoodi       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ryomab         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
angchishsu     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
camillobruni   ,0.00E+00,0.00E+00,0.00E+00,1.05E+02,1.85E+02,7.70E+01,6.10E+01,1.13E+02,4.30E+01,2.00E+00,1.10E+01,2.30E+01,7.00E+00,0.00E+00
